cleaned_tweet_text,hashtags,emails
coachella line besides acdc could without everyone else,['#coachella2015'],[]
finna hit coachella year doe  yall aint ready  coachella,['#Coachella2015'],[]
  lineup here coachella httptcoiapcnproo cue flower headband display front  center lmao,['#Coachella2015'],"['\x89ÛÏ@kaskade:', '\x89ÛÏ@Forever21:']"
coming  _ coachella,['#Coachella2015'],['@Drake!']
fucking unreal lineup lets gooo coachella coachella httptcowqyckuxme,"['#coachella', '#coachella2015']",[]
ready see flosstradamus rd time lets get turnt coachella httptcogfxfeqyhx,['#Coachella2015'],[]
coachella plans turn fuck up coachella,['#Coachella2015'],[]
 coachella lineup cant wait  coachella coachella httptcojrypecd,"['#coachella2015', '#coachella']",[]
need go coachella year,['#Coachella2015'],[]
fuck yes got tickets amp camping weekend  waiting gamecoachella httptcocxkaefhx,['#coachella2015'],[]
rt  fucking excited coachella,['#Coachella2015'],['@marissaaaxoxo_:']
rt  excited _ coachella httptcomxonhyr,['#coachella2015'],['@sydneyllaneza:']
officially stoked coachella httptcoycunyjox,['#Coachella2015'],[]
rt  wanna go coachella sooo baddd,['#Coachella2015'],['@XO_LadyB:']
someoneanyone wants take coachella say,['#Coachella2015'],[]
plz rt  here official coachella lineup many httptcogqbqkfy,['#Coachella2015'],"['@hayeezus', '@EARMILK:', '@coachella', '@Drake', '@theweeknd']"
cant wait _ coachella httptcocutazefgu,['#Coachella2015'],['@coachella']
fucking stoked __coachella httptcosrowbtd,[],[]
love this coachella ahhh cant wait______ httptcowpymyrrjxg,['#Coachella2015'],[]
coachella line looks madness though acts better beatles httptcostxcvdzfxi,['#Coachella2015'],[]
rt  wow congratulationsgod bless _rakanation soyraka coachella super happy guys ,"['#RakaNation', '#SoyRaka', '#coachella2015']","['@Lucerofeaa:', '@LosRakas']"
anyone sponsor coachella,['#COACHELLA2015'],[]
rt  awe sookie set perform years coachellacongrats chicos __,['#Coachella2015'],"['@RozB33:', '@LosRakas']"
music festy lineup announcements likexmasinjanuary coachella,"['#LikeXmasInJanuary', '#Coachella2015']",[]
repeat unreal coachella httptcoavnxjoef,['#Coachella2015'],[]
woohoo going coachella see acdc httptcowuwrrejuag,['#Coachella2015'],[]
coachella  line up httptcofxqvfz coachella coachella usa music festival,"['#Coachella', '#Coachella2015', '#usa', '#music', '#festival']",[]
rt  case music stuff like that coachella httptcooxyeeot,['#Coachella2015'],['@FunnyNbaGuy:']
rt   case missed it coachella lineup coachella desert httptcodniahq _,"['#coachella', '#lineup', '#coachella2015', '#desert']","['@taraanalisee:', '\x89ÛÏ@theglasshouse:', '@valleriesimpso\x89Û_']"
jk hyped others coachella,['#coachella2015'],[]
good santa come back coachella httptcopwwkwgwtbu,['#Coachella2015'],[]
congrats _ coachella coachella httptcocfghphrt,"['#coachella', '#Coachella2015']",['@AZEALIABANKS']
celebrating th birthday weekend late weekend music coachella coachellalineup httptcogmlkqkj,"['#coachella2015', '#coachellalineup']",['@coachella']
go gofomo reaching critical high coachella httptcopauldfmmj,['#Coachella2015'],"['@robbiewain', '@hermsleung', '@weinsworld001', '@vita_gray']"
theres one thing brighten bleak tuesday january thiscountdown coachella on httptcodupqugvoqm,['#Coachella2015'],[]
extreamly excited drive like jehu reunion coachella httptcoywvbggfuj,['#Coachella2015'],[]
lrt man drake walk btch like ngga made it coachella,"['#LRT', '#Coachella2015']",[]
wait ride like shoegaze ride gon coachella coachella ,"['#Coachella', '#Coachella2015']",[]
go coachella bring glo boyzz doe,['#Coachella2015'],['@ChiefKeef']
pumped coachella___,['#Coachella2015_Ù'],[]
coachella line amazing excited _ coachella,['#Coachella2015'],[]
steely dan yo peg reelinginthe years fm heynineteen coachella,"['#PEG', '#REELINGINTHE', '#FM', '#HEYNINETEEN', '#Coachella2015']",['@coachella']
excited already got campground weekend pass coachella whos going httptcoutpydtj,['#Coachella2015'],[]
already saw drake concert like im tooooo excitedagain _ coachella,['#Coachella2015'],[]
priority list coachella care fucked am going see you _____ coachella coachella,"['#coachella', '#coachella2015']",['@OliverHeldens']
wanna go coachella ________ coachella,['#Coachella2015'],[]
song excited see live this httpstcovezshn inspectornorse coachella,"['#inspectornorse', '#coachella2015']","['@coachella', '@toddterjeolsen']"
coachella back bitches see there lets go via httptcoonoterbiw,['#Coachella2015'],['@coachella']
one day attend coachella coachella thatlineup_,"['#Coachella2015', '#thatlineup_Ù']",[]
wow congratulationsgod bless _rakanation soyraka coachella super happy guys ,"['#RakaNation', '#SoyRaka', '#coachella2015']",['@LosRakas']
yeah coachella coachellalineup acdc httptcowdkfseyz,"['#Coachella2015', '#coachellalineup', '#ACDC']","['@annabignon', '@McCoriJr', '@HenriHenricharp']"
take us coachella,['#Coachella2015'],[]
body ready coachella httptcozfhgxqad,['#Coachella2015'],[]
 case missed it coachella lineup coachella desert httptcodniahq,"['#coachella', '#lineup', '#coachella2015', '#desert']","['\x89ÛÏ@theglasshouse:', '@valleriesimpson', '@gremmalin']"
kinda freaking like amazing coachella coachella festivals,"['#Coachella', '#Coachella2015', '#festivals']",['@coachella']
steely dan coachella  cool,['#Coachella2015'],[]
rt  omg someone take coachella,['#Coachella2015'],['@TrueJosh44:']
icymi coachella lineup ___ tickets sale tomorrow pm est __________ coachella,['#Coachella2015'],[]
angus amp julia stone florence amp machine vance joy ___ coachella,['#Coachella2015'],[]
coachella  lineup cant wait  months  days  hours coachella coachella indio ca_ httptconygmnpayb,"['#Coachella', '#Coachella2015', '#Indio', '#CA']",[]
httptcohpwxkpba sweet coachella,['#Coachella2015'],[]
rt  may make way cali april coachella,['#Coachella2015'],['@Tay_Gatsby:']
eyyyyyy need coachella ticket anyone extra lemme know _coachella,['#Coachella2015'],[]
   st vincent  kieza  cant deal rn _____ coachella,['#Coachella2015'],"['@theweeknd,', '@AZEALIABANKS,', '@FKAtwigs', '@SBTRKT', '@porterrobinson']"
say whaaaa _ coachella httptcokulmwwhrjx,['#Coachella2015'],[]
coachella insane lineup need go __,['#Coachella2015'],[]
 coachella huh ___ epic ______ see there ______,"['#Coachella2015', '#Epic']",['\x89ÛÏ@LL_COOL_LJ:']
like ac fucking dc legendary coachella,['#Coachella2015'],[]
kygo oliver heldens porter robinson floss edm acts good coachella,['#Coachella2015'],[]
coachella lineup released today boyfriend pumped brand new _,['#Coachella2015'],[]
 think yes herewego coachella,"['#HereWeGo', '#Coachella2015']",['@coachella']
coachella bixel boys sbtrkt clean bandit alt j ingrosso deorro kygo rac vic mensa dj snake alesso porter_,['#Coachella2015'],[]
steely dan playing coachella great,['#Coachella2015'],[]
weeknd x drake might make trip coachella theweeknd xo drake httptcopeghsjnsi,"['#Coachella2015', '#TheWeeknd', '#xo', '#Drake']",[]
coming us coachella httptcoquyveoo,['#Coachella2015'],[]
caught one glimpse coachella lineup got excited sad,['#Coachella2015'],[]
want goo sooooo bad coachella coachella,"['#coachella', '#Coachella2015']",[]
every year see coachella line realise going get emotional bucketlist coachella httptcorndeoolet,"['#Coachella', '#bucketlist', '#Coachella2015']",[]
knew girls would it ____ coachella,['#Coachella2015'],"['@FrenecyBarroso', '@jordanaaliyah_']"
afford it really want go hell yeah coachella httptcogxhnkah,['#Coachella2015'],[]
coachella _ cant wait httptconvebxckfsg,['#Coachella2015'],[]
think going coachella may choice,['#Coachella2015'],[]
coachella line making cry coachella  happening sure _______,['#Coachella2015'],[]
going coachellai must go coachella,['#Coachella2015'],['@Stromae']
lineup dan returns coachella acdc steelydan drake among headliners httptcorhjetmve,"['#Coachella2015', '#AC', '#SteelyDan', '#Drake']",[]
yeahhh gurl coachella httptcoksmrnoi,['#Coachella2015'],[]
drake headlining sunday coachella,['#Coachella2015'],[]
someone pay plane ticket california ticket coachella festival i rly wanna go ________ i know dreamer,"['#Coachella2015', '#festival']",[]
rt  __ rt  whos responsible ___ coachella httptcoapnkbrta,['#Coachella2015'],"['@RonnieSnark:', '@Raury:']"
 coachella lineup revealed excited about httptcorzmeuvsb wesh,['#Coachella2015'],"['\x89ÛÏ@polyvore:', '@kimapritmonpain']"
everytime coachella comes around every time possess means get there really quite disheartening coachella,['#Coachella2015'],[]
give go coachella _ kidney take kidney two,['#Coachella2015'],[]
cant wait see coachella fucking bae take back us,['#Coachella2015'],['@kaskade']
wow wow wow ______ coachella httptcosxqdij,['#coachella2015'],[]
turn way derrrrr coachella httptcobkykqoqa,['#coachella2015'],['@h_squaredd']
coachella,['#Coachella2015'],[]
last time got excited acdc song almost better one start coachella nochella,"['#Coachella2015', '#nochella']",[]
coachella come ___,['#Coachella2015'],[]
jackwhite alabamashakes  wish going coachella,"['#jackwhite', '#alabamashakes', '#Coachella2015']",[]
awe sookie set perform years coachellacongrats chicos __,['#Coachella2015'],['@LosRakas']
ah someone send me coachella coachella httptcorbjhbnuz httptcoaqklchsir,"['#Coachella', '#Coachella2015']",[]
coachella line shedding tears get edm amp rap fix good ab soul amp weeknd tho __ httptcoemgbvxzb,['#Coachella2015'],[]
looking coachella lineup like httptcolpdlida,['#Coachella2015'],[]
physically meeting work mentally fields indio coachella,['#Coachella2015'],[]
ok need go dont know day line ups amazing httptcoqjbokvsn coachella coachella,"['#Coachella', '#Coachella2015']",['@coachella']
coachella  line up first glance httptcorxtcdofbd coachella coachella,"['#coachella', '#Coachella2015']","['@coachella', '@FitzAndTantrums']"
rt  flippin cuz coachella ____,['#Coachella2015'],"['@CHamilton_08:', '@kaskade']"
let coachella music discovery begin httptcobnlfczxc,"['#Coachella2015', '#music']",[]
rt  go rt  whos responsible ___ coachella httptcolvakzji,['#Coachella2015'],"['@__monroe:', '@Raury:']"
acdc head lining coachella damn may need go backinblack,"['#Coachella2015', '#backinblack']",[]
gonna dance ass coachella year biffle  coachella,"['#Coachella', '#Coachella2015']","['@SaintMotel', '@CallMeMishanti!!!!!!', '@coachella']"
literally something everyone anyone year coachella backinblack lazaretto  new_ httptcobkwhbqif,"['#coachella2015', '#backinblack', '#lazaretto']",['@']
 thoughts coachella lineup httptcofwysakff  excited,['#Coachella2015'],"['""@FreeConcerts:']"
really hope coachella cards year _,['#Coachella2015'],[]
coachella lineup doe _,['#Coachella2015'],[]
lineup coachella up omg wish could go __,['#Coachella2015'],[]
go rt  whos responsible ___ coachella httptcolvakzji,['#Coachella2015'],['@Raury:']
acdc coachella watch career blow up much like mccartney thanks kanye,['#Coachella2015'],[]
headlining silly wrong environment them match flow artists coachella,['#Coachella2015'],"['@acdc', '@coachella']"
flight booked __ coachella httptconixhbhgfe,['#Coachella2015'],[]
wants take coachella _,['#Coachella2015'],[]
rt   coachella httptcojuqzfwlt need go,['#Coachella2015'],"['@OhFatima:', '\x89ÛÏ@BarrelhouseBKLN:']"
see coachella,['#Coachella2015'],[]
 whos responsible ___ coachella httptcobhytosrav,['#Coachella2015'],"['\x89ÛÏ@Raury:', '@linziplz']"
hyped whatever chet faker would worth alone me coachella httptcoyysrrwgw,['#coachella2015'],[]
ayyy going coachella,['#Coachella2015'],['@ericcBADASS_']
cant wait coachella httpstcowybpzeluv,['#Coachella2015'],[]
also cant believe high line is proud coachella,['#Coachella2015'],['@odesza']
coachella lineup _ oh godddjust everyone someone take pls coachella,['#Coachella2015'],[]
ima see coachella like wtf,['#Coachella2015'],['@Drake']
btw el line esta __ coachella _ httptcortajoycthb,['#Coachella2015'],[]
rt  going even sell grandma coachella httptcoyuvtlamgcu,['#Coachella2015'],['@Tladyxo:']
knew it year definitely going aubreys year headlining gonna rule coachella,['#Coachella2015'],[]
last day best day coachella,['#Coachella2015'],[]
drake coachella all,"['#Drake', '#Coachella2015']",[]
coachella lineup giving life right now ____,['#coachella2015'],[]
artists coachella ___ saving,['#Coachella2015'],[]
flippin cuz coachella ____,['#Coachella2015'],['@kaskade']
rt  da fuck people saying last years line better best line since  coachella __ http_,['#Coachella2015'],['@livi_ramirez:']
book housecondo weekend coachella ____,['#Coachella2015'],[]
weeknd coachella saturday drake headlining sunday live scotland  coachella sounfair,"['#Coachella2015', '#SoUnfair']",[]
hoping fauxchella year coachella sanfrancisco livemusic httptcoszqajnfo,"['#fauxchella', '#Coachella2015', '#sanfrancisco', '#livemusic']","['@tameimpala', '@Alabama_Shakes', '@rideox4']"
florence machine best live act coachella lineup trust me coachella,['#Coachella2015'],[]
raekwon ghostface killah perform first day coachella thank festival gods,['#Coachella2015'],[]
hope get go coachella yurrrrrrrrrr lol really thoughwould like go  forrul coachella,"['#coachella', '#ForRul', '#Coachella2015']",[]
finally talking daft punk playing  ok cool thank you finally coachella,"['#finally', '#coachella2015']",['@coachella?']
cant breathe right now ____ coachella drake davidguetta theweeknd soready hype_ httptcoiwwfetkfo,"['#Coachella2015', '#DRAKE', '#DavidGuetta', '#TheWeeknd', '#soready', '#hype']",[]
rt  coachella lineup announced amp yes currently freaking in good way httptconumvbwxj,['#Coachella2015'],['@TheLABAntiMall:']
want go coachella _,['#Coachella2015'],[]
everyone going batshit crazy coachella lineup us read past first line fontsizegametooweak,"['#Coachella2015', '#FontSizeGameTooWeak']",[]
coachella lineup looks crazy many bands amp artists love,['#Coachella2015'],[]
 waiting for _ coachella httptcorafzbtradguess whos going _ see drake,['#Coachella2015'],"['""@PacSun:', '@coachella']"
well wait begins week made coachella httptcoqsymwdxut,['#Coachella2015'],[]
rt  super psyched coachella unbelieveable,['#coachella2015'],['@AaronMuyChingon:']
wishing hoping thinking granted see coachella,['#Coachella2015'],['@st_vincent']
___ fka twigs happy going trip again coachella coachella haha ______ httptcomyuvvnt,"['#Coachella2015', '#Coachella']",[]
coachella fun last year doubt able attend years coachella lineup looks great coachella,['#Coachella2015'],[]
got love toronto ppl headline coachella coachella,"['#Toronto', '#coachella', '#Coachella2015']","['@Drake', '@jackwhite']"
 seriously ridicculous coachella wow httptcogkqniyf,"['#Coachella2015', '#Wow']",['@TexansCheer...']
take coachella pleaseeee,['#Coachella2015'],[]
super psyched coachella unbelieveable,['#coachella2015'],[]
 coachella lineup tho httptcokqxzlryxvd fka fka,['#Coachella2015'],"['\x89ÛÏ@AniCaribbean:', '@LenissaHueHue']"
thank coachella gods job work computer internet access thisishappening coachella,"['#thisishappening', '#Coachella2015']",[]
 thoughts coachella lineup httptcofbejzueyb lemme get ticket __,['#Coachella2015'],['\x89ÛÏ@FreeConcerts:']
ready shit another year coachella,['#Coachella2015'],[]
rt  coachella set list out _______ httptcoiklhkriew,['#Coachella2015'],['@Annabanana0160:']
coachella line released excited httptcorrbrvlwr,['#Coachella2015'],"['@DJSPEEDSTA', '@IM_DEVONJAMES', '@SoulkidSA']"
rt ready grab flower crowns ____ lineup out coachella coachella httptcokftfvflt,"['#coachella', '#Coachella2015']",['@coachella']
heres pic tearin background ultra cant wait coachella httptcoxmerozrar,"['#ULTRA', '#Coachella2015']","['@AZEALIABANKS', '@SWAGGMATT']"
rt  missing little bit nectar coachella,['#Coachella2015'],"['@ashleybubba:', '@bassnectar']"
ac_dc bad religion guitar hero dreams come true coachella,['#coachella2015'],[]
fucking excited coachella,['#Coachella2015'],[]
coachella sun nite looks fun wsmaller acts jennylewis whom want see sloan fun canadian band amp macdemarco canadian,"['#Coachella2015', '#JennyLewis', '#Sloan', '#Canadian', '#MacDeMarco', '#Canadian']",[]
see bands coachella  stop obsessing lineup  start befriending tall people httptconkblabws,['#COACHELLA2015'],[]
photo woohoo coachella ___ httptcoxmeamdj,['#Coachella2015'],[]
rt  need fuck rich woman pay go coachella,['#Coachella2015'],['@JeremyHalfbreed:']
_ look lineup coachella httptcomsfhkhgnu,['#Coachella2015'],[]
mood saw coachella lineup httptcodaisgsplu,['#Coachella2015'],[]
coachella _________,['#COACHELLA2015'],['@AZEALIABANKS']
wow southern californians treat coachella httptcokzhgrivfu,['#Coachella2015'],[]
wanna see one best live shows ever miss anything coachella amazing,"['#Coachella2015', '#amazing']",['@ratatatmusic']
coachella line beautiful __,['#Coachella2015'],[]
 steely dan amp caribou coachella httptcodkduswfuh,['#Coachella2015'],['@']
rt  kinda wanna go coachella,['#Coachella2015'],['@ohmyjrisa:']
ready coachella httptcojtexflj,['#Coachella2015'],[]
need fuck rich woman pay go coachella,['#Coachella2015'],[]
brand new coachella,['#Coachella2015'],[]
coachella thats something think mymaindreezy,"['#Coachella2015', '#mymaindreezy']",['@Drake']
kinda wanna go coachella,['#Coachella2015'],[]
cant wait chillin chella coachella week yuma httptcorngwmldszh,"['#Coachella2015', '#week2', '#yuma']",[]
coachella lineup released overall excited sat lineup looks great saw macdemarco nxne secret show,"['#Coachella2015', '#MacDeMarco', '#NXNE2014']",[]
lineup never top last year still soooo excited go ahhhhhhh coachella,['#Coachella2015'],[]
rt  whos coachella ___,['#Coachella2015'],['@mikeanthonie:']
coachella line tho,['#Coachella2015'],[]
else super stoked coachella  httptcoqpbuotvn,['#Coachella2015'],[]
 day  looks best already seen good acts coachella dissapointedst world problems,"['#coachella2015', '#dissapointed']",['\x89ÛÏ@RuthONeill_:']
coachella lineup looking ___,['#Coachella2015'],[]
 lineup here coachella httptcojpubkjrll go,['#Coachella2015'],"['\x89ÛÏ@Forever21:', '@abigailspong']"
coachella come weekend  exact whos going excited line up _ httptcoloxiyqn,['#Coachella2015'],[]
house music fanatics going crazy coachella lineup right now coachella,['#Coachella2015'],[]
coachella line world,['#Coachella2015'],[]
coachella lineup _ cant wait _ httptcomzplktipcz,['#Coachella2015'],"['@kaskade', '@LykkeLi', '@flo_tweet', '@FLOSSTRADAMUS', '@odesza', '@alt_J', '@porterrobinson']"
wow stromae coachella bravo,['#Coachella2015'],[]
rt  hipster pleased lineup coachella,['#Coachella2015'],['@Se_Quence:']
sure buying sunday ticket coachella,['#Coachella2015'],[]
looking lineup cant wait april coachella,['#Coachella2015'],[]
seriously need save coachella,['#Coachella2015'],[]
favorites gonna coachella aint gonna miss shit coachella,['#Coachella2015'],[]
need there coachella,['#Coachella2015'],[]
planning go year fine ituntil lineup coachella,['#Coachella2015'],['@Coachella']
coachella line isalright,['#Coachella2015'],[]
omg omggggg acdc drake jack white tyler creator lil b omgggggggggg coachella fire fuck love fest forever,['#Coachella2015'],[]
 waiting for _ coachella httptcosyezhpvsj wanna go bad _____,['#Coachella2015'],"['\x89ÛÏ@PacSun:', '@coachella']"
line up ______________________ coachella mustsee httptcoqgnswlbk,"['#Coachella2015', '#MustSee']",[]
acid selling soul ticket_ coachella,['#Coachella2015'],[]
congrats randy johnson john smoltz pedro martinez craig biggio headliners coachella year coachella,['#Coachella2015'],[]
coachella alongside favorite rock band ever acdc alongside porter robinson many more yes please coachella,['#Coachella2015'],['@kaskade']
must see drake __ coachella,['#Coachella2015'],['@FKAtwigs']
yayyyy first snow day booooo coachella lineup amazing,['#Coachella2015'],[]
yeah going coachella coachella httptcozkvifjae,"['#coachella2015', '#coachella']",[]
wanna see queen coachella vanessa hudgens baby v coachella,['#Coachella2015'],[]
tickets go sale  see yall there coachella httptcovxuawgvjk,['#Coachella2015'],"['@crisdacat', '\x89ÛÏ@RealDevinParker:']"
 waiting for _ coachella httptcoyxdwb lets go,['#Coachella2015'],"['\x89ÛÏ@PacSun:', '@coachella', '@Yes_im_bIack']"
rt  good look coachella teampanama,"['#Coachella2015', '#TeamPanama']","['@MurdaMacRio:', '@LosRakas']"
watching kids trip balls watching steely dan gonna something tell ya what coachella,['#coachella2015'],[]
close taste it ___ coachella,['#Coachella2015'],['@coachella']
theres coachella lineup httptcobuiabcw,['#Coachella2015'],[]
tame impala flylo cashmere cat floss odesza brand new caribou  ready coachella httptcouelntmtinc,['#Coachella2015'],[]
excited get shitty see drake remember coachella,['#Coachella2015'],['@marcelboubion']
well get see happiest girl coachella _,['#Coachella2015'],"['@AnthonyGreen', '@brandnewrock', '@Drake']"
get coachella tickets everyone going me fuuuuuuuuuuuuuuuuuuuuun coachella httptcothmgqpvac,['#Coachella2015'],[]
kinda freakin coachella httptcodepsnuk,['#Coachella2015'],['@grasscberg']
ac_dc literally childhood dream come true coachella,['#Coachella2015'],[]
wow serious lineup coachella,['#Coachella2015'],[]
out coachella coachella stoked httptcohevfblqsz,['#coachella2015'],[]
hell live performances day couple hours apart  jeanpaul sartre coachella,['#Coachella2015'],"['@Drake', '@davidguetta']"
rt  dying right now need go coachella see,['#Coachella2015'],"['@itisjonwilson:', '@flo_tweet']"
rt  happy got ticket presale bc lineup _ coachella,['#coachella2015'],['@Kfredddd:']
april come faster___coachella httptcotyjjkgki,['#Coachella2015'],[]
lineup out let countdown begin coachella,['#Coachella2015'],[]
ooh too take you _ get coachella year httptcofakuhzh,['#Coachella2015'],"['""@kellyhite:']"
flipping freaking sht coachella lineup  _ wondering specifically curated me kylee lessard _,['#Coachella2015'],[]
coachella line announced day  looks like fire me httptcoresalxc,['#Coachella2015'],[]
matter johnny karate magical guitar stick playing coachella dontforgetyourjauntyhat parksandrecreation,"['#Coachella2015', '#Dontforgetyourjauntyhat', '#Parksandrecreation']",[]
 coachella httptcojuqzfwlt need go,['#Coachella2015'],['\x89ÛÏ@BarrelhouseBKLN:']
literally someone everyone coachella,['#Coachella2015'],[]
coachella cant wait,['#Coachella2015'],[]
omg looks nuts next year ahhhhh california coachella coachella thatlineup,"['#California', '#coachella', '#Coachella2015', '#thatlineup']",['@coachella']
wanna see steely dan coachella,['#Coachella2015'],[]
ready new adventure gd music thx coachella indio still nd weekend_ httptcoidqrcsg,"['#Coachella2015', '#Indio']",['@elisatoy']
told yall drake headlining shit coachella httptcoikbhzdxcq,['#Coachella2015'],[]
time listen comers see live coachella,['#Coachella2015'],[]
finally fucken time coachella coachellalineup omfg cantwait rage plur coachella_ httptconqtkrhhvkc,"['#Coachella2015', '#CoachellaLineUp', '#OMFG', '#CantWait', '#Rage', '#PLUR', '#Coachella']",[]
fuck coachella lineup looks insane somebody come me httptcogvcoxegz,['#Coachella2015'],[]
rt  weeknd amp drake think soooo___ coachella,['#Coachella2015'],['@BrianaMelisssa:']
rt   lineup here coachella httptcoewacrrnxg pls allah send,['#Coachella2015'],"['@ZaraIsUgly:', '\x89ÛÏ@Forever21:']"
rest tweeting social media stuff like omg coachella lineup coachella coachellalineup,"['#Coachella2015', '#coachellalineup']",[]
 whos responsible ___ coachella httptcoqghkpglfn __,['#Coachella2015'],['\x89ÛÏ@Raury:']
least  artists luv  c gt  rt httptcolhurofufjt httptcobbjaovdv coachella coachella,"['#Coachella2015', '#coachella']","['""@coachella:']"
great see group rising stars like acdc finally get chance headline major festival good job coachella,['#Coachella2015'],[]
someone minding store booked lineup tempting coachella httptcohdcxewqj,"['#tempting', '#Coachella2015']",['@coachella']
coachella line  oh god,['#Coachella2015'],[]
ooooh yessss   see sooncoachella _ httptcojxqiklc,['#coachella2015'],"['""@lexza85:']"
i enjoyed florence machine much seeing next week coachella,['#Coachella2015'],[]
 gonna third time see drake  coachella  turning fuck ___ aha,['#Coachella2015'],"['""@tobardani94:', '@vasquezerickk""']"
considering going severe debt coachella lineup announcement,['#Coachella2015'],['@rottenJEN']
omg day fucking made _ coachella,['#coachella2015'],[]
coachella lineup __ coachella,['#Coachella2015'],[]
lineup best part small letters coachella coachellalineup festivaljunkies httptconxnuiiieci,"['#coachella2015', '#coachellalineup', '#festivaljunkies']",['@coachella']
go rt  whos responsible ___ coachella httptcomlerazk,['#Coachella2015'],['@Raury:']
see sooncoachella _ httptcoyegoxbiro,['#coachella2015'],[]
sunday coming coachella httptcomnpbgdlg,['#Coachella2015'],[]
woke theeee best text message coachella lineup httptcoxvxugbpglm,"['#Coachella2015', '#lineup']",[]
dying right now need go coachella see,['#Coachella2015'],['@flo_tweet']
rt  weeknd coming back______ coachella ,['#Coachella2015'],['@NickkyLovee:']
cant wait coachella coachella  coachella palm springs httptcoysoivmos,"['#Coachella', '#Coachella2015']","['@solomonnblair', '@']"
 trading weekend  pass weekend  pass rt coachella _,"['#RT', '#Coachella2015']","['\x89ÛÏ@LoveAshh_:', '@BeStillMySoul_']"
somebody buy tickets coachella pleaseeeeeeeeeeeee coachella,['#Coachella2015'],[]
coachella of best times life cant wait gather gang amp again coachella httptcokxosyabru,"['#Coachella2014', '#Coachella2015']",['@coachella']
whos responsible ___ coachella _,['#Coachella2015'],['@ElisaSantimone']
coachella line released exactly go see httptcosqgwlds,['#Coachella2015'],[]
even going lineup great way discover new music coachella lineup coachella,"['#Coachella2015', '#Lineup', '#Coachella']",['@Coachella']
ac dc steely dan ok well tweets make lot sense  coachella,['#Coachella2015'],['@wearemyths.']
heard hologram pac onstage lint roller keep sweatpants looking fresh coachella,['#Coachella2015'],"['@coachella', '@Drake']"
weeknd tyler creator fka twigs altj steely dan drake much more coachella cant come soon enough,['#Coachella2015'],[]
anybody wanna go coachella  want go baaaaad,['#Coachella2015'],[]
gonna third time see drake  coachella,['#Coachella2015'],['@vasquezerickk']
coachella lineup httptcogtgracngz would easier told us playing edm edmfamily festivals,"['#Coachella2015', '#edm', '#edmfamily', '#Festivals']",['@BeatPort']
new year new come time work coachella body_____ coachella  tweets hahaha,['#coachella2015'],[]
coachella lineup outyour move,['#Coachella2015'],['@cntrpntmusic']
exited see coachella _ omg,['#Coachella2015'],['@angusjuliastone']
rt  lmao rt  see nothing wrong coachella lineup httptcorhysuvml,['#Coachella2015'],"['@PoundSignDead:', '@defpenradio:']"
rough morning saw coachella line up praise lord blessed coachella,['#Coachella2015'],[]
coachella coachella wooooooooo im going hardest httptcozbaczxxg,"['#coachella', '#coachella2015']",[]
wish could go sooo bad coachella,['#Coachella2015'],[]
rt  crying tears joy excited coachella,['#Coachella2015'],['@TessaOcheetos:']
 wow theres secret coachella weekend happening too httptcosarbaoe ____,['#Coachella2015'],['\x89ÛÏ@watchLOUD:']
wonder father john misty play hollywood forever cemetery sings us  perfect timing coachella,['#Coachella2015'],['@TheScenestar?']
coachella line up done httptcoxbgorbedq,['#coachella2015'],[]
know say every year love every band coachella lineup cant wait coachella,['#Coachella2015'],[]
lmao rt  see nothing wrong coachella lineup httptcorhysuvml,['#Coachella2015'],['@defpenradio:']
rt  true coachella lineup httptcothsjcgr,['#coachella2015'],['@mymilkjakes:']
want personally thank fitzandthetantrums play festival coachella ,"['#FitzAndTheTantrums', '#coachella2015']",['@coachella']
 whos responsible ___ coachella httptcolzrnbgfp __,['#Coachella2015'],"['\x89ÛÏ@Raury:', 'http://t.co/lzrNB41gFP\x89Û\x9d@tiasaywhatttttt']"
whos going  going weekend   coachella weekend  coachella music rizo _ httptcozuciqdokx,"['#Coachella', '#weekend1', '#2015', '#coachella2015', '#music', '#RIZO']",['@\x89Û_']
cant wait rt lineup here coachella httptcokufmkfg,['#Coachella2015'],['RT\x89ÛÏ@Forever21:']
rt  coachella lineup insane coachella cantwait bestyearever httptcouzjrkwnbm,"['#Coachella2015', '#cantwait', '#bestyearever']",['@SpotlightEDM:']
coachella lineup  reason need go concert year httptcoeshhnyajn,['#Coachella2015'],[]
alabama shakes altj amp hozier reasons attend coachella overrated,"['#Coachella2015', '#overrated']",[]
coachella trending worldwide ranking  httptcokaxvzmax,"['#Coachella2015', '#5']",[]
sure acdc headline anything outside frosh week point otherwise nice coachella httptcopvpdfmiex,['#Coachella2015'],[]
rt  pee pants  coachella rt  rt httptcojzajsqbe httptcossriczg_,['#Coachella2015'],"['@MalibuRumBarbie:', '@coachella:']"
pee pants  coachella rt  rt httptcojzajsqbe httptcossriczgwd,['#Coachella2015'],['@coachella:']
coachella line like ___ ahh wanna go coachella httptcoeyqgev,['#Coachella2015'],[]
 waiting for _ coachella httptcotzsthflhz,['#Coachella2015'],"['\x89ÛÏ@PacSun:', '@coachella', '@Its__Gabrielle']"
 waiting for _ coachella httptcoscynwmrhw _______,['#Coachella2015'],"['\x89ÛÏ@PacSun:', '@coachella']"
get wild side mom see _ coachella wuddup lets go httptcojpefmcxt,['#coachella2015'],['@lezzleee']
