cleaned_tweet_text,hashtags,emails
go rt  whos responsible ___ coachella,['#Coachella2015'],[]
see sooncoachella _,['#coachella2015'],[]
sunday coming coachella,['#Coachella2015'],[]
woke theeee best text message coachella lineup,"['#Coachella2015', '#lineup']",[]
dying right now need go coachella see,['#Coachella2015'],[]
rt  weeknd coming back______ coachella ,['#Coachella2015'],[]
cant wait coachella coachella  coachella palm springs,"['#Coachella', '#Coachella2015']",[]
 trading weekend  pass weekend  pass rt coachella _,"['#RT', '#Coachella2015']",[]
somebody buy tickets coachella pleaseeeeeeeeeeeee coachella,['#Coachella2015'],[]
coachella of best times life cant wait gather gang amp again coachella,"['#Coachella2014', '#Coachella2015']",[]
whos responsible ___ coachella _,['#Coachella2015'],[]
coachella line released exactly go see,['#Coachella2015'],[]
even going lineup great way discover new music coachella lineup coachella,"['#Coachella2015', '#Lineup', '#Coachella']",[]
ac dc steely dan ok well tweets make lot sense  coachella,['#Coachella2015'],[]
heard hologram pac onstage lint roller keep sweatpants looking fresh coachella,['#Coachella2015'],[]
weeknd tyler creator fka twigs altj steely dan drake much more coachella cant come soon enough,['#Coachella2015'],[]
anybody wanna go coachella  want go baaaaad,['#Coachella2015'],[]
gonna third time see drake  coachella,['#Coachella2015'],[]
coachella lineup would easier told us playing edm edmfamily festivals,"['#Coachella2015', '#edm', '#edmfamily', '#Festivals']",[]
new year new come time work coachella body_____ coachella  tweets hahaha,['#coachella2015'],[]
coachella lineup outyour move,['#Coachella2015'],[]
exited see coachella _ omg,['#Coachella2015'],[]
rt  lmao rt  see nothing wrong coachella lineup,['#Coachella2015'],[]
rough morning saw coachella line up praise lord blessed coachella,['#Coachella2015'],[]
coachella coachella wooooooooo im going hardest,"['#coachella', '#coachella2015']",[]
wish could go sooo bad coachella,['#Coachella2015'],[]
rt  crying tears joy excited coachella,['#Coachella2015'],[]
 wow theres secret coachella weekend happening too ____,['#Coachella2015'],[]
wonder father john misty play hollywood forever cemetery sings us  perfect timing coachella,['#Coachella2015'],[]
coachella line up done,['#coachella2015'],[]
know say every year love every band coachella lineup cant wait coachella,['#Coachella2015'],[]
lmao rt  see nothing wrong coachella lineup,['#Coachella2015'],[]
rt  true coachella lineup,['#coachella2015'],[]
want personally thank fitzandthetantrums play festival coachella ,"['#FitzAndTheTantrums', '#coachella2015']",[]
 whos responsible ___ coachella __,['#Coachella2015'],[]
whos going  going weekend   coachella weekend  coachella music rizo _,"['#Coachella', '#weekend1', '#2015', '#coachella2015', '#music', '#RIZO']",[]
cant wait rt lineup here coachella,['#Coachella2015'],[]
rt  coachella lineup insane coachella cantwait bestyearever,"['#Coachella2015', '#cantwait', '#bestyearever']",[]
coachella lineup  reason need go concert year,['#Coachella2015'],[]
alabama shakes altj amp hozier reasons attend coachella overrated,"['#Coachella2015', '#overrated']",[]
coachella trending worldwide ranking ,"['#Coachella2015', '#5']",[]
sure acdc headline anything outside frosh week point otherwise nice coachella,['#Coachella2015'],[]
rt  pee pants  coachella rt  rt,['#Coachella2015'],[]
pee pants  coachella rt  rt,['#Coachella2015'],[]
coachella line like ___ ahh wanna go coachella,['#Coachella2015'],[]
 waiting for _ coachella,['#Coachella2015'],[]
 waiting for _ coachella _______,['#Coachella2015'],[]
get wild side mom see _ coachella wuddup lets go,['#coachella2015'],[]
idc many people think lineup sucks im excited _____ coachella,['#coachella2015'],[]
gonna go home relax look line like barbor coachella,['#Coachella2015'],[]
good look coachella teampanama,"['#Coachella2015', '#TeamPanama']",[]
another gift concert gods _ coachella,['#Coachella2015'],[]
 brah coachella coachellalineup lineup nofilter coachella,"['#coachella', '#coachellalineup', '#lineup', '#nofilter', '#coachella2015']",[]
best day new year coachella lineup announcement coachella,['#Coachella2015'],[]
everyone else drop everything lineup came __ coachella,['#Coachella2015'],[]
tickets ____________ coachella,['#Coachella2015'],[]
 breaking news  lineup coachella ,['#Coachella2015'],[]
 wanna go badly coachella lineup amazing,['#Coachella2015'],[]
bruh coachella,['#Coachella2015'],[]
official coachella coachella coachella takemebackalready,"['#Coachella2015', '#Coachella', '#TakeMeBackAlready']",[]
still want see richboy coachella guccimaybe drake bring gucci mane out coachella,['#Coachella2015'],[]
rt  amazing line coachella two tickets wend  bought last year presale sale dm http_,['#coachella2015'],[]
dat line tho coachella,['#Coachella2015'],[]
 whos responsible ___ coachella imagine lmfao,['#Coachella2015'],[]
rt   lineup here coachella forever dreaming,['#Coachella2015'],[]
crying tears joy excited coachella,['#Coachella2015'],[]
damm line coachella looks like im going see sebastian ingrosso coachella  alesso ,['#Coachella2015'],[]
 waiting for _ coachella want go bad __,['#Coachella2015'],[]
twitter tumblr amp instagram going crazy coachella line up freaking amazing,['#Coachella2015'],[]
 lineup here coachella someone take please omfg,['#Coachella2015'],[]
ok take back read tiny print coachellalineup theres bands really love coachella,"['#CoachellaLineup', '#Coachella2015']",[]
 days dancing desert coachella,['#Coachella2015'],[]
wanna see drake  coachella coachella,['#Coachella2015'],[]
 waiting for _ coachella quiero irrr__,['#Coachella2015'],[]
person really care coachella,['#Coachella2015'],[]
coachella lineup out looks amazing coachella musicmakesmehappy,"['#Coachella2015', '#musicmakesmehappy']",[]
ugh see soon yuma tent coachella,['#coachella2015'],[]
 lineup here coachella yoyo going w,['#Coachella2015'],[]
loving coachella lineup californiaherewecome,"['#coachella2015', '#Californiaherewecome']",[]
coachella line up coachella letsrage,"['#Coachella2015', '#LetsRage']",[]
lil b coachella im proud,['#Coachella2015'],[]
wish weeknd drakes show coachella,['#Coachella2015'],[]
drake definitely enough hot records coachella crowd,['#Coachella2015'],[]
guess selling coachella tickets single day remotely excited about maybe getting old,['#Coachella2015'],[]
 lineup here coachella forever dreaming,['#Coachella2015'],[]
weeknd altj hozier vance joy marina milky chance drake florence david guetta nero coachella need go,['#COACHELLA2015'],[]
oh snap coachella headliners include jack white acdc drake,['#Coachella2015'],[]
s headlining say what makesnosense steely dan coachella,"['#MakesNoSense', '#Coachella2015']",[]
coachella coming up artists performing,['#Coachella2015'],[]
coachella lineup announced commence basicness much cant wait it cali,['#Coachella2015'],[]
rt  weaaakkkk ___ rt  whos responsible ___ coachella,['#Coachella2015'],[]
rt   reallllly need go coachella coachella ,['#Coachella2015'],[]
coachella lineup dropped amazing holy fuck go coachella,['#Coachella2015'],[]
coachella  days also  months now amp excited lineup_,"['#Coachella2015', '#Lineup']",[]
 lineup pretty solid gonna see boy third time coachella,['#Coachella2015'],[]
well coachella would fun year via,['#Coachella2015'],[]
sell yall __ coachella,['#Coachella2015'],[]
real countdown begins coachella,['#Coachella2015'],[]
already got tickets cant wait coachella,['#Coachella2015'],[]
yesssss homie gonna coachella,['#coachella2015'],[]
read fine print bands fine print coachella,['#Coachella2015'],[]
guess post coachella  line well see yall april __ coachella _,['#coachella2015'],[]
coachella lineup looks amazing always ahhh coachella,['#Coachella2015'],[]
coachella  lineup acdc drake jack white headline via coachella cantwait coachillin,"['#coachella2015', '#cantwait', '#coachillin']",[]
 lineup here coachella _____,['#Coachella2015'],[]
excited _ coachella,['#coachella2015'],[]
oh amp amp way missing either time coachella,['#coachella2015'],[]
drake headlining tho coachella,['#Coachella2015'],[]
coachella lineup pretty damn good coachella,['#Coachella2015'],[]
 whos responsible ___ coachella ___,['#Coachella2015'],[]
acdc coachella  rockboner legends,"['#Coachella2015', '#RockBoner', '#Legends']",[]
out coachella,['#Coachella2015'],[]
stromae amp acdc coachella want there will one day usa music california,"['#stromae', '#ACDC', '#Coachella2015', '#USA', '#music', '#California']",[]
yeah coachella,['#Coachella2015'],[]
going coachella april never happy coachella,['#Coachella2015'],[]
line upppppp __ coachella,['#Coachella2015'],[]
 coachella line announced excited see nah,['#Coachella2015'],[]
yoooooo coachella lineup ____________________,['#coachella2015'],[]
rt  lt coachella lineup,['#Coachella2015'],[]
coachelllaaaaaa coachella,['#Coachella2015'],[]
feeling hashtag blessed bc coachella lineup _____,['#Coachella2015'],[]
stoked coachella lineup know lot artists still cant wait overall experience,['#coachella2015'],[]
rt  surprising day every year like christmas coachella,['#Coachella2015'],[]
rt  sweet lordddd babyyy jesus coachella,['#coachella2015'],[]
one festival hype coachella,"['#hype', '#coachella2015']",[]
beyond fucken excited  coachella,['#Coachella2015'],[]
cant wait  coachella,['#coachella2015'],[]
happy got ticket presale bc lineup _ coachella,['#coachella2015'],[]
steely dan lil b coachella cant wait lol,['#Coachella2015'],[]
great lineup _ coachella,['#Coachella2015'],[]
got x hyped lord coachella,['#Coachella2015'],[]
lineup finally here coachella musicfestival ________________________,"['#coachella2015', '#musicfestival']",[]
sweet lordddd babyyy jesus coachella,['#coachella2015'],[]
well well coachella,['#Coachella2015'],[]
madeon ________ finally get see coachella,['#Coachella2015'],[]
steely dan drake sbtrkt toro moi acdc flying lotus florence  machine alabama shakes alone got hype coachella,['#Coachella2015'],[]
rt  fast forward april california desert half dozen different drugs best festival earth_,[],[]
poshstradamus line hella poppin azealia banks fka twigs tame impala flosstradamus circa survive etc etc coachella,['#Coachella2015'],[]
drake circa day coachella,['#Coachella2015'],[]
yessssssss definitely artists excited years coachella coachella,['#Coachella2015'],[]
line released coachella,['#coachella2015'],[]
 coachella lineup here finally may year go tix sale tomorrow crying,['#Coachella2015'],[]
gna first time year im super excitteeddd___ coachella,['#Coachella2015'],[]
bad coachella,['#coachella2015'],[]
festival season coming _____ coachella lineup coachellalineup festivalseason,"['#coachella2015', '#lineup', '#coachellalineup', '#festivalseason']",[]
lets fuggin go basicpost coachella coachellalineup,"['#basicpost', '#Coachella2015', '#Coachellalineup']",[]
im ready _ coachella,['#Coachella2015'],[]
happy flosstradmus coming back coachella _,['#Coachella2015'],[]
lineup came coachella,['#coachella2015'],[]
crazy line still go brand new hoizer nero acdccoachella,['#Coachella2015'],[]
coachella lineup holy fuck someone take coachella,['#Coachella2015'],[]
florence machine _ excited coachella __,"['#excited', '#coachella2015']",[]
 shut coachella stromae going __,['#Coachella2015'],[]
yes awesome th birthday present daughter coachella,['#Coachella2015'],[]
knew would line up coachella,['#coachella2015'],[]
cant believe return artists year _coachella,['#coachella2015'],[]
real lineup coachella year beyond excited coachella excited,"['#Coachella2015', '#excited']",[]
madeon ac dc weekend amp kiesza coachella _,['#Coachella2015'],[]
theres much edm year too ahhhhh im fuckin stoked coachella,['#coachella2015'],[]
acdc drakeim hyped coachella curators dream festival,['#Coachella2015'],[]
better get fleek ethnic garb steam trunk ladies gents coachella way,['#Coachella2015'],[]
weekend  camping tickets purchased paid off coachella come,['#Coachella2015'],[]
coming coachella lineup ill,['#Coachella2015'],[]
coachella line revelaed im lil excited lil unimpressed,['#Coachella2015'],[]
brand new coachella means going high school hannahaissance hard,['#Coachella2015'],[]
go coachella coachella,"['#Coachella', '#Coachella2015']",[]
coachella lineup brings tears eyes,['#coachella2015'],[]
coming champagne papi coachella ______,['#Coachella2015'],[]
florence machine _ cant wait coachella,['#coachella2015'],[]
coachella lineup nothing compared last year still good still going countdown starts,"['#Coachella2015', '#Countdown']",[]
coachella lineup released repeat coachella lineup announced freaking coachella,['#coachella2015'],[]
might best lineup yet coachella,['#Coachella2015'],[]
rt  nice see boys rockin coachella lineup remembering freeatnoon,"['#Coachella2015', '#FreeAtNoon']",[]
official go down coachella,['#Coachella2015'],[]
i cant wait ____ coachella,['#Coachella2015'],[]
surprising day every year like christmas coachella,['#Coachella2015'],[]
go another solid lineup courtesy friends  coachella coachella_,"['#coachella2015', '#coachella']",[]
 going even sell grandma coachella tyler creator fka twigs ___,['#Coachella2015'],[]
oh know coachella coachella coachella season ______,"['#coachella', '#Coachella2015']",[]
bruh coachella,['#Coachella2015'],[]
ugh hope come home time coachella coachella,"['#coachella', '#coachella2015']",[]
interesting coachella,['#Coachella2015'],[]
got passes whos comin us coachella,['#Coachella2015'],[]
excited ridiculously amazing coachella lineup everyone get your_,['#coachella2015'],[]
drake tyler creator weekend lykke li ab soul  coachella,['#Coachella2015'],[]
rae ghost friday weeknd saturday rest whocarez coachella,"['#WhoCarez', '#Coachella2015']",[]
salute coachella _,['#Coachella2015'],[]
drinking draking sure coachella,['#Coachella2015'],[]
coachella acdc jack white drake tycho florence machine ,['#Coachella2015'],[]
fuck yeah coachella _________ soready birthdayweekend coachella april goodtimes_,"['#soready', '#birthdayweekend', '#Coachella2015', '#April', '#goodtimes']",[]
finally see interpol coachella time ill able remember lol,['#Coachella2015'],[]
cant wait coachella,['#Coachella2015'],[]
coachella beautiful year going be amazing lineup,['#Coachella2015'],[]
breaking lineup announced oneders make appearance coachella,"['#Oneders', '#Coachella2015']",[]
holy music batman coachella summi_bear summi_bear summi_bear werethere  _____,"['#COACHELLA2015', '#WERETHERE']",[]
rhab marina diamonds florence machine sunday think might die happiness coachella,['#Coachella2015'],[]
april get faster coachella,['#Coachella2015'],[]
woohoo coachella line announced coachella weekend,"['#Coachella2015', '#Weekend2']",[]
 coachella real going,['#Coachella2015'],[]
dang lineup makes want go desert amp spend lot money have coachella,['#Coachella2015'],[]
probably person excited drake headlining coachella,['#coachella2015'],[]
coachella  lineup coachella coachella indio,"['#coachella', '#coachella2015', '#indio']",[]
going even sell grandma coachella,['#Coachella2015'],[]
decent lineup coachella coachellalineup,"['#Coachella2015', '#coachellalineup']",[]
holy fucking shit yes _____ coachella,['#Coachella2015'],[]
errybody likes  _ hipsters like acdc coachella,['#Coachella2015'],[]
life good coachella coachella,"['#Coachella', '#Coachella2015']",[]
coachella line like ____,['#Coachella2015'],[]
savings account waiting moment coachella,['#Coachella2015'],[]
rt  coachella holy shit _,['#coachella2015'],[]
rt  go ingrosso defjam coachella  def jam recordings,"['#defjam', '#coachella2015']",[]
coachella line out see coachella,['#Coachella2015'],[]
mutha fucking drake ready th year coachella coachella,['#Coachella2015'],[]
mainstream coachella ,['#Coachella2015'],[]
ahhhhhh day waiting for dying markymark_ coachella ilovedrake_,"['#coachella2015', '#ilovedrake']",[]
drake weeknd kaskade acdc______ coachella,['#Coachella2015'],[]
april hurry up got awesome people see coachella coachella,"['#coachella', '#coachella2015']",[]
headliners ehhhh overall line muy bueno coachella,['#Coachella2015'],[]
weeknd coachella _,['#coachella2015'],[]
wow coachella looks like fun yes everywhere,['#Coachella2015'],[]
cant wait coachella ,['#Coachella2015'],[]
cant wait coachella,['#Coachella2015'],[]
coachella omg omg fuck yes,['#Coachella2015'],[]
acdc coachella,['#coachella2015'],[]
cant wait coachella,['#Coachella2015'],[]
win coachella,['#Coachella2015'],[]
brand new coachella,['#coachella2015'],[]
coachella lineup comes out productivity office goes doooooooowwwnnnnnnn,['#Coachella2015'],[]
drake lil b coachella,['#coachella2015'],[]
drake acdc alesso ab soul raekwon ghostface killa many more cant wait lineup coachella,['#Coachella2015'],[]
moment drop line ______________ coachella,['#Coachella2015'],[]
yessss lineup knew happening today coachella,['#Coachella2015'],[]
lineup out  jack white acdc headline via coachella,['#Coachella2015'],[]
lineup yass may finally get hear connect live coachella,['#Coachella2015'],[]
im excited coachella line up you,['#Coachella2015'],[]
class checking phone see posted coachella line up hurry,"['#Coachella2015', '#hurry']",[]
someone bring coachella pleeease anyone feeling generous,['#Coachella2015'],[]
coachella also take  lovely lady knows about,['#Coachella2015'],[]
cmonnnnnn lineup coachella impatient,"['#coachella2015', '#Impatient']",[]
released  app mean theres announcement coming soon make day coachella,['#Coachella2015'],[]
feeling coachella lineup released today ___ coachella weekend,"['#Coachella2015', '#Weekend2']",[]
fuuuckkk yesss coachella _____ best freaking update is,['#COACHELLA2015'],[]
check coachella coachella,"['#Coachella', '#Coachella2015']",[]
coachella app update countdown officially on poster announcement coming soon aka lineup,['#Coachella2015'],[]
rt  paulina might coachella __,['#Coachella2015'],[]
paulina might coachella __,['#Coachella2015'],[]
literally best news day coachella,['#Coachella2015'],[]
actually froffing lineup gimmealineup days bringit visasontheready coachella,"['#gimmealineup', '#100days', '#bringit', '#visasontheready', '#Coachella2015']",[]
rt  hope coachella predicted lineup year accurate possible ___ somanyartistsiloveeee coachella,"['#somanyartistsiloveeee', '#Coachella2015']",[]
 lineup here coachella ,['#Coachella2015'],[]
rt  guys think years coachella lineup ________________ coachella,"['#Coachella', '#Coachella2015']",[]
rt  really really think lineup coachella   worth going,['#Coachella2015'],[]
 coachella  national music editor coachella newfoundland saint johns,['#Coachella2015'],[]
tickets purchased roll april coachella,['#Coachella2015'],[]
see coachella,['#Coachella2015'],[]
 officially official coachella lucky you,['#Coachella2015'],[]
 coachella  coachella  makes space rockers ravers year coachella ohio usa columbus,['#Coachella2015'],[]
 made music lmao laughed hard article well done coachella,['#Coachella2015'],[]
searching craigslist facebook pages coachella tickets,['#Coachella2015'],[]
nowplaying hollywood forever cemetery sings father john misty fear fun spotify coachella,"['#NowPlaying', '#Spotify', '#coachella2015']",[]
rt  exchange coachella weekend  shuttle pass weekend  car camping pass coachella coachella,"['#coachella', '#coachella2015']",[]
looking extra car camping pass coachella anyones got info hit up coachellatickets coachella,"['#coachella2015', '#Coachellatickets', '#Coachella']",[]
hahaha saw too davidguetta coachella coachella,"['#davidguetta', '#Coachella', '#Coachella2015']",[]
officially official coachella,['#Coachella2015'],[]
rt  miley attending coachella __ coachella,['#Coachella2015'],[]
coachella passes sold mins wth amp,['#Coachella2015'],[]
going coachella,['#Coachella2015'],[]
nowplaying decomposing andrea oliva decomposing ep spotify coachella,"['#NowPlaying', '#Spotify', '#coachella2015']",[]
coachella ,['#Coachella2015'],[]
looking coachella tickets  help girl out _ coachella help getcoachellatickets willdrive,"['#Coachella2015', '#help', '#getcoachellatickets', '#willdrive']",[]
rt  check social media reacted coachella tickets selling less  minutes,['#Coachella2015'],[]
latest coachella lineup poppin,['#Coachella2015'],[]
damn  devices try get coachella tickets shit still failed,['#Coachella2015'],[]
quoted storify story coachella tickets sold out,"['#Storify', '#Coachella2015']",[]
quoted storify story coachella tickets sold out,"['#Storify', '#Coachella2015']",[]
coachella coachella coachellatravelpackage sale weekend one travel pak  people la quinta,"['#Coachella', '#Coachella2015', '#CoachellaTravelPackage']",[]
coachella passes may sold out locals nd chance get tickets,['#Coachella2015'],[]
coachella passes may sold out locals nd chance get tickets,['#Coachella2015'],[]
guess gonna wiggle wiggle coachella coachella coachella kpop hellovenus,"['#Coachella2015', '#Coachella', '#kpop', '#hellovenus']",[]
perfect coachella line up fifthharmony coachella coachella,"['#FifthHarmony', '#Coachella', '#Coachella2015']",[]
guess stepping granny pants putting flowers hair coachella,['#coachella2015'],[]
acdc still going coachella,['#Coachella2015'],[]
going coachella coachella,['#Coachella2015'],[]
time year coachella,['#Coachella2015'],[]
rt  get coachella tickets not heres probably why htt_,['#Coachella2015'],[]
yeah im looking weekend  coachella ticket please rt help find one thanks coachella coachellaforsale coachella,"['#Coachella2015', '#coachellaforsale', '#coachella']",[]
fun me okay punk ___ coachella,['#Coachella2015'],[]
tried amp failed getting coachella tickets want comment festival selling quickly contact ,['#Coachella2015'],[]
okay fixed fifthharmony coachella coachella,"['#FifthHarmony', '#Coachella', '#Coachella2015']",[]
coachella  begins,['#COACHELLA2015'],[]
rt  coachella,['#Coachella2015'],[]
coachella sold real quick like real quick __,['#Coachella2015'],[]
  festival passes sell  minutes coachella kms,['#Coachella2015'],[]
thats _ axstv coachella coachella _______,"['#AXStv', '#Coachella2015', '#Coachella']",[]
rt   coachella coachellatickets help boo sell weekend  coachella ticket watermelon_,"['#Coachella2015', '#coachellatickets']",[]
salty coachella status,['#coachella2015'],[]
passes sold less  minutes coachella,['#Coachella2015'],[]
wants buy fucking shuttle pass coachella,['#Coachella2015'],[]
rt  see coachella,['#Coachella2015'],[]
rip peace little bank account coachella,['#Coachella2015'],[]
rt    festival passes sell  minutes coachella _,['#Coachella2015'],[]
good thing coachella lineup worth seeing jack white,['#Coachella2015'],[]
  festival passes sell  minutes coachella _,['#Coachella2015'],[]
searching tickets page whole hour  coachella,['#Coachella2015'],[]
get coachella tickets not heres probably why,['#Coachella2015'],[]
  festival passes sell  minutes coachella lol,['#Coachella2015'],[]
obligatory coachella post _ whos going weekend  coachella coachella,"['#coachella', '#coachella2015']",[]
record time coachella sell out think pretty damn close,['#Coachella2015'],[]
damn quick coachella coachella coachellatickets,"['#coachella', '#Coachella2015', '#Coachellatickets']",[]
going vegas friday__but cali coachella,['#Coachella2015'],[]
best text get dad see coachella,['#Coachella2015'],[]
looking w car camping spot coachella coachella,"['#Coachella', '#Coachella2015']",[]
people always go presales coachella,['#Coachella2015'],[]
flashejordan tryna perform coachella,"['#FlasheJordan', '#Coachella2015']",[]
rt  weekend  sold coachella,['#Coachella2015'],[]
fyi via  pm weekends passes sold coachella,['#Coachella2015'],[]
soo got coachella pass _______ coachella,['#Coachella2015'],[]
rt  coachella sale now travel packages shuttles safari tents amp platinum estates available,['#Coachella2015'],[]
anybody interested two coachella tickets dm weekend  shuttle pass coachella tickets,"['#Coachella2015', '#coachella', '#Tickets']",[]
bout grind hard get coachella snapchat story ___,['#Coachella2015'],[]
take look coachella line  coachella,"['#Coachella', '#coachella2015']",[]
govball lineup already stunting coachella,"['#GovBall2015', '#Coachella2015']",[]
buy tix bands want see most coachella cc,['#Coachella2015'],[]
rt  comes coachella relive s weekend  here photos coachella _,['#Coachella2015'],[]
rt  coachella article u need  no no no nope no way nochella http_,['#Coachella2015'],[]
rt  totem headlines coachella,['#Coachella2015'],[]
california usa corona coachella  coachella  makes space rockers ravers year coachella ,['#Coachella2015'],[]
heart sank __ coachella soldout,"['#Coachella2015', '#soldout']",[]
rt  standby page _ coachella,['#Coachella2015'],[]
rt  michigan usa lansing coachella  first impressions coachella  disconnects surpris_,['#Coachella2015'],[]
anyone extra ticket coachella possibly plane ticket hmu thanks,['#Coachella2015'],[]
rt   lineup thenuu nuuelementz coachella,"['#TheNuu', '#nuuelementz', '#coachella2015']",[]
exchange coachella weekend  shuttle pass weekend  car camping pass coachella coachella,"['#coachella', '#coachella2015']",[]
haiiiiiii giving away tickets go rt want coachella cool people,['#coachella2015'],[]
so howd coachella ticket rush go everyone lol coachella goldenvoice festivalseason,"['#Coachella', '#Coachella2015', '#goldenvoice', '#festivalseason']",[]
also note anyone looking trade weekend  pass weekend  hmu coachella,['#Coachella2015'],[]
anyone going coachella car camping buy  forgot purchase one lol coachella,['#coachella2015'],[]
coachella ,['#Coachella2015'],[]
michigan usa lansing coachella  first impressions coachella  disconnects surprises more co_,['#Coachella2015'],[]
say coachella,['#Coachella2015'],[]
rt  reminder vip coachella day weekend pass need get rid asap dm interested __ coachella_,['#Coachella20'],[]
moment get standby page_ coachella,['#Coachella2015'],[]
reminder vip coachella day weekend pass need get rid asap dm interested __ coachella,['#Coachella2015'],[]
still stand coachella tickets struggle real,['#Coachella2015'],[]
coachella standby  minutes shoulda done presale,['#Coachella2015'],[]
round  go coachella,['#Coachella2015'],[]
anyone selling car camping pass weekend  coachella coachella,"['#Coachella', '#Coachella2015']",[]
coachella lineup announced going redcarpetroxy musicfestival,"['#coachella2015', '#redcarpetroxy', '#musicfestival']",[]
standby coachella,['#Coachella2015'],[]
group text season coachella,['#coachella2015'],[]
coachella  coachella palm springs,['#Coachella2015'],[]
know going alone got crew me coachella,['#Coachella2015'],[]
meet desert coachella,['#coachella2015'],[]
coachella tickets officially purchased,['#Coachella2015'],[]
need car camping pass wknd  coachella coachella weekend coachella lol,"['#Coachella2015', '#Coachella', '#weekend2', '#Coachella']",[]
rt  kanye shows anyway tent specifically rants coachella,['#Coachella2015'],[]
holding smug mature smile see kids refreshing browsers buy coachella tickets coachella,"['#mature', '#Coachella2015']",[]
coachella tix went sale girls broke coachella,['#Coachella2015'],[]
waiting game _ coachella,['#Coachella2015'],[]
rt  like festivals decided drop lineups one day ultra coachella govballnyc bottlerock,"['#Ultra2015', '#coachella2015', '#GovBallNYC', '#Bottlerock']",[]
gotta quick trigger_ coachella,['#Coachella2015'],[]
struggle realcoachella,['#Coachella2015'],[]
buying tickets coachella like trying catch mewtwo pokeball,['#Coachella2015'],[]
done done _ coachella,['#Coachella2015'],[]
sold outchella coachella,['#Coachella2015'],[]
curious see long or short takes coachellatickets sell out buying coachella,"['#Coachellatickets', '#Coachella2015']",[]
standby page may odds ever favor coachella,['#Coachella2015'],[]
office are in so got it weekend  weekend  shuttle pass you got some how many coachella,['#Coachella2015'],[]
   whos going coachella ,['#Coachella2015'],[]
rt  on getting coachellatickets year tell us not coachella,"['#Coachellatickets', '#Coachella2015']",[]
else standby coachella tickets time check twitter coachella,['#Coachella2015'],[]
on getting coachellatickets year tell us not coachella,"['#Coachellatickets', '#Coachella2015']",[]
struggle coachella weekend,"['#Coachella2015', '#weekend2']",[]
like festivals decided drop lineups one day ultra coachella govballnyc bottlerock,"['#Ultra2015', '#coachella2015', '#GovBallNYC', '#Bottlerock']",[]
one knows stress tried buy coachella ticket coachella,['#Coachella2015'],[]
feel coachella year,['#Coachella2015'],[]
 lineup announcedwho r u excited see redcarpetroxy coachella vanessahudgens,"['#RedCarpetRoxy', '#Coachella2015', '#VanessaHudgens']",[]
combust coachella minutes,"['#coachella2015', '#4minutes']",[]
rt  coachella  minutes may odds ever favor,['#Coachella2015'],[]
rt  could go coachella listen jackwhite,"['#Coachella2015', '#JackWhite']",[]
countdown begins coachella,['#Coachella2015'],[]
good luck anyone trying buy coachella tickets today maytheforcebewithyou,"['#coachella2015', '#MayTheForceBeWithYou']",[]
prepared hustle coachella,['#Coachella2015'],[]
anyone else curious amp headlining coachella,['#Coachella2015'],[]
weekend one weekend two coachella,['#Coachella2015'],[]
rt  hour waiting game coachella,['#Coachella2015'],[]
tem post post blog coachella,['#Coachella2015'],[]
good math roughly  coachella lineup kc past year relatively soon,['#coachella2015'],[]
overheard girl saying excited coachella act heard acdc wastedticket illtakeit,"['#overheard', '#Coachella2015', '#wastedticket', '#I']",[]
confused buy tickets coachella coachella  heree ya go gtgtgt,"['#Coachella', '#coachella2015']",[]
everybody think coachella lineup coachella,"['#Coachella', '#Coachella2015']",[]
go fuck snake oil salesmen coachella,['#Coachella2015'],[]
potholes blog coachella _ coachella coultrain potholesinmyblog tope,"['#Coachella2015', '#Coultrain', '#PotholesInMyBlog', '#Tope']",[]
rt  ontario etobicoke update  coachella  national music editor coachella,['#Coachella2015'],[]
ontario etobicoke update  coachella  national music editor coachella,['#Coachella2015'],[]
moment realize able attend coachella,['#Coachella2015'],[]
 guys think years coachella lineup ________________ coachella,"['#Coachella', '#Coachella2015']",[]
someone please explain drake festival circuit headlining year coachella governorsball,"['#Coachella2015', '#governorsball']",[]
get tickets  coachella,['#Coachella2015'],[]
coachella tix bday my bday april th ,['#Coachella2015'],[]
ga tickets coachella sold website buy weekend  tickets car camping pass coachella coachella,"['#Coachella2015', '#Coachella']",[]
heres coachella might sound like year gt,['#Coachella2015'],[]
go coachella go school hmmmmmmmmmmmmm,['#Coachella2015'],[]
whos going coachella ,['#Coachella2015'],[]
 tips see best lineup coachella coachella coachella goldenvoice,"['#Coachella2015', '#Coachella', '#goldenvoice']",[]
somewhere kid asking dad who hell steely dan coachella,['#Coachella2015'],[]
diz qt weady fo coachella wait hold wanna know told looks cute beat ass,['#coachella2015'],[]
festie bod makeover day  ________ coachella,['#Coachella2015'],[]
good luck everyone purchasing tix today noon may multiple browser game lock coachella weekend,"['#Coachella2015', '#Weekend1']",[]
nowplaying divinity  filous remix porter robinson divinity coachella,"['#NowPlaying', '#coachella2015']",[]
rt  miley getting bleach blonde coachella,['#Coachella2015'],[]
one small step mankindone giant leap backwards coachella  hope acdc nero fans find something common coachella,"['#Coachella2015', '#Coachella']",[]
give fuccboi coachella lineup,['#Coachella2015'],[]
coachella lineup onfleek,"['#Coachella2015', '#OnFleek']",[]
got  coachella weekend  tickets trade weekend one looking even trade hmu coachella,['#Coachella2015'],[]
