coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags,emails,text_no_usernames,text_no_links,text_ascii,text_lower,text_no_stopwords,text_no_digits,text_no_specials
neutral,yes,quincianajones,0,"Also on that note, if anyone is looking to trade a weekend 1 pass with weekend 2, HMU #Coachella2015","[34.41297734, -119.85105046]",1/7/15 12:30,5.52925e+17,,Pacific Time (US & Canada),['#Coachella2015'],[],"Alsoonthatnote,ifanyoneislookingtotradeaweekend1passwithweekend2,HMU#Coachella2015","Alsoonthatnote,ifanyoneislookingtotradeaweekend1passwithweekend2,HMU#Coachella2015","Alsoonthatnote,ifanyoneislookingtotradeaweekend1passwithweekend2,HMU#Coachella2015","alsoonthatnote,ifanyoneislookingtotradeaweekend1passwithweekend2,hmu#coachella2015","alsoonthatnote,ifanyoneislookingtotradeaweekend1passwithweekend2,hmu#coachella2015","alsoonthatnote,ifanyoneislookingtotradeaweekendpasswithweekend,hmu#coachella",alsoonthatnoteifanyoneislookingtotradeaweekendpasswithweekendhmucoachella
neutral,yes,Alyssaalipp,0,Anyone going to coachella have a car camping I can buy !!? I forgot to purchase one lol #coachella2015,"[32.64016483, -117.07923565]",1/7/15 12:29,5.52925e+17,,,['#coachella2015'],[],AnyonegoingtocoachellahaveacarcampingIcanbuy!!?Iforgottopurchaseonelol#coachella2015,AnyonegoingtocoachellahaveacarcampingIcanbuy!!?Iforgottopurchaseonelol#coachella2015,AnyonegoingtocoachellahaveacarcampingIcanbuy!!?Iforgottopurchaseonelol#coachella2015,anyonegoingtocoachellahaveacarcampingicanbuy!!?iforgottopurchaseonelol#coachella2015,anyonegoingtocoachellahaveacarcampingicanbuy!!?iforgottopurchaseonelol#coachella2015,anyonegoingtocoachellahaveacarcampingicanbuy!!?iforgottopurchaseonelol#coachella,anyonegoingtocoachellahaveacarcampingicanbuyiforgottopurchaseonelolcoachella
neutral,yes,TedPilkington1,0,What is #Coachella2015 ?????,,1/7/15 12:29,5.52925e+17,"Adelaide, Australia.",Adelaide,['#Coachella2015'],[],Whatis#Coachella2015?????,Whatis#Coachella2015?????,Whatis#Coachella2015?????,whatis#coachella2015?????,whatis#coachella2015?????,whatis#coachella?????,whatiscoachella
neutral,yes,brownjenjen,74,"Michigan USA Lansing  Õ http://t.co/COTujeCthd #Coachella2015 513 First impressions of Coachella 2015: Disconnects, surprises and more... CoÛ_",,1/7/15 12:28,5.52925e+17,"Dallas, TX",Ljubljana,['#Coachella2015'],[],"MichiganUSALansingÕhttp://t.co/COTujeCthd#Coachella2015513FirstimpressionsofCoachella2015:Disconnects,surprisesandmore...CoÛ_",MichiganUSALansingÕ,MichiganUSALansing,michiganusalansing,michiganusalansing,michiganusalansing,michiganusalansing
neutral,yes,brianakauffman,0,Can you say #Coachella2015? @_shinae,,1/7/15 12:27,5.52925e+17,Los Angeles,Eastern Time (US & Canada),['#Coachella2015'],[],Canyousay#Coachella2015?,Canyousay#Coachella2015?,Canyousay#Coachella2015?,canyousay#coachella2015?,canyousay#coachella2015?,canyousay#coachella?,canyousaycoachella
neutral,yes,thetourlife1D,1,"RT @mackstagram: REMINDER! 
I have a VIP Coachella 3Day weekend pass, that I need to get rid of asap. DM me if interested. _ü_Ù÷ #Coachella20Û_",,1/7/15 12:27,5.52924e+17,USA,Atlantic Time (Canada),['#Coachella20'],[],"RT:REMINDER!IhaveaVIPCoachella3Dayweekendpass,thatIneedtogetridofasap.DMmeifinterested._ü_Ù÷#Coachella20Û_","RT:REMINDER!IhaveaVIPCoachella3Dayweekendpass,thatIneedtogetridofasap.DMmeifinterested._ü_Ù÷#Coachella20Û_","RT:REMINDER!IhaveaVIPCoachella3Dayweekendpass,thatIneedtogetridofasap.DMmeifinterested.__#Coachella20_","rt:reminder!ihaveavipcoachella3dayweekendpass,thatineedtogetridofasap.dmmeifinterested.__#coachella20_","rt:reminder!ihaveavipcoachella3dayweekendpass,thatineedtogetridofasap.dmmeifinterested.__#coachella20_","rt:reminder!ihaveavipcoachelladayweekendpass,thatineedtogetridofasap.dmmeifinterested.__#coachella_",rtreminderihaveavipcoachelladayweekendpassthatineedtogetridofasapdmmeifinterestedcoachella
neutral,yes,Erinthompson30,0,The moment you get off the standby page_ÙªÎ #Coachella2015,,1/7/15 12:25,5.52924e+17,"capistrano beach, CA",Pacific Time (US & Canada),['#Coachella2015'],[],Themomentyougetoffthestandbypage_ÙªÎ#Coachella2015,Themomentyougetoffthestandbypage_ÙªÎ#Coachella2015,Themomentyougetoffthestandbypage_#Coachella2015,themomentyougetoffthestandbypage_#coachella2015,themomentyougetoffthestandbypage_#coachella2015,themomentyougetoffthestandbypage_#coachella,themomentyougetoffthestandbypagecoachella
neutral,yes,mackstagram,1,"REMINDER! 
I have a VIP Coachella 3Day weekend pass, that I need to get rid of asap. DM me if interested. _ü_Ù÷ #Coachella2015",,1/7/15 12:25,5.52924e+17,USA,Atlantic Time (Canada),['#Coachella2015'],[],"REMINDER!IhaveaVIPCoachella3Dayweekendpass,thatIneedtogetridofasap.DMmeifinterested._ü_Ù÷#Coachella2015","REMINDER!IhaveaVIPCoachella3Dayweekendpass,thatIneedtogetridofasap.DMmeifinterested._ü_Ù÷#Coachella2015","REMINDER!IhaveaVIPCoachella3Dayweekendpass,thatIneedtogetridofasap.DMmeifinterested.__#Coachella2015","reminder!ihaveavipcoachella3dayweekendpass,thatineedtogetridofasap.dmmeifinterested.__#coachella2015","reminder!ihaveavipcoachella3dayweekendpass,thatineedtogetridofasap.dmmeifinterested.__#coachella2015","reminder!ihaveavipcoachelladayweekendpass,thatineedtogetridofasap.dmmeifinterested.__#coachella",reminderihaveavipcoachelladayweekendpassthatineedtogetridofasapdmmeifinterestedcoachella
neutral,yes,Xmindbodyspirit,0,"If you're still on stand by for #Coachella2015 tickets, your struggle is real.",,1/7/15 12:25,5.52924e+17,Dirty Desert Dweller,Pacific Time (US & Canada),['#Coachella2015'],[],"Ifyou'restillonstandbyfor#Coachella2015tickets,yourstruggleisreal.","Ifyou'restillonstandbyfor#Coachella2015tickets,yourstruggleisreal.","Ifyou'restillonstandbyfor#Coachella2015tickets,yourstruggleisreal.","ifyou'restillonstandbyfor#coachella2015tickets,yourstruggleisreal.","ifyou'restillonstandbyfor#coachella2015tickets,yourstruggleisreal.","ifyou'restillonstandbyfor#coachellatickets,yourstruggleisreal.",ifyourestillonstandbyforcoachellaticketsyourstruggleisreal
neutral,yes,casscox123,0,#Coachella2015 standby for 20 minutes... Shoulda done the pre-sale,,1/7/15 12:24,5.52924e+17,,,['#Coachella2015'],[],#Coachella2015standbyfor20minutes...Shouldadonethepre-sale,#Coachella2015standbyfor20minutes...Shouldadonethepre-sale,#Coachella2015standbyfor20minutes...Shouldadonethepre-sale,#coachella2015standbyfor20minutes...shouldadonethepre-sale,#coachella2015standbyfor20minutes...shouldadonethepre-sale,#coachellastandbyforminutes...shouldadonethepre-sale,coachellastandbyforminutesshouldadonethepresale
neutral,yes,AN21MERCADO,0,Round 3 here we go! #Coachella2015 http://t.co/VRNdKPrNaX,,1/7/15 12:23,5.52924e+17,TJ,Arizona,['#Coachella2015'],[],Round3herewego!#Coachella2015http://t.co/VRNdKPrNaX,Round3herewego!#Coachella2015,Round3herewego!#Coachella2015,round3herewego!#coachella2015,round3herewego!#coachella2015,roundherewego!#coachella,roundherewegocoachella
neutral,yes,RuvalcabaFelipe,1,Anyone selling a car camping pass weekend 2 #Coachella #Coachella2015,,1/7/15 12:22,5.52923e+17,,,"['#Coachella', '#Coachella2015']",[],Anyonesellingacarcampingpassweekend2#Coachella#Coachella2015,Anyonesellingacarcampingpassweekend2#Coachella#Coachella2015,Anyonesellingacarcampingpassweekend2#Coachella#Coachella2015,anyonesellingacarcampingpassweekend2#coachella#coachella2015,anyonesellingacarcampingpassweekend2#coachella#coachella2015,anyonesellingacarcampingpassweekend#coachella#coachella,anyonesellingacarcampingpassweekendcoachellacoachella
neutral,yes,RedCarpetRoxy,0,#coachella2015 lineup announced! Who is going? #redcarpetroxy #musicfestival http://t.co/O3le1FFb1u,,1/7/15 12:21,5.52923e+17,LA/NYC/Many Places In Between,Pacific Time (US & Canada),"['#coachella2015', '#redcarpetroxy', '#musicfestival']",[],#coachella2015lineupannounced!Whoisgoing?#redcarpetroxy#musicfestivalhttp://t.co/O3le1FFb1u,#coachella2015lineupannounced!Whoisgoing?#redcarpetroxy#musicfestival,#coachella2015lineupannounced!Whoisgoing?#redcarpetroxy#musicfestival,#coachella2015lineupannounced!whoisgoing?#redcarpetroxy#musicfestival,#coachella2015lineupannounced!whoisgoing?#redcarpetroxy#musicfestival,#coachellalineupannounced!whoisgoing?#redcarpetroxy#musicfestival,coachellalineupannouncedwhoisgoingredcarpetroxymusicfestival
neutral,yes,bhaked,0,Standby #Coachella2015,,1/7/15 12:21,5.52923e+17,,,['#Coachella2015'],[],Standby#Coachella2015,Standby#Coachella2015,Standby#Coachella2015,standby#coachella2015,standby#coachella2015,standby#coachella,standbycoachella
neutral,yes,paigemccall,0,IT'S GROUP TEXT SEASON #coachella2015,,1/7/15 12:20,5.52923e+17,Los Angeles,Pacific Time (US & Canada),['#coachella2015'],[],IT'SGROUPTEXTSEASON#coachella2015,IT'SGROUPTEXTSEASON#coachella2015,IT'SGROUPTEXTSEASON#coachella2015,it'sgrouptextseason#coachella2015,it'sgrouptextseason#coachella2015,it'sgrouptextseason#coachella,itsgrouptextseasoncoachella
neutral,yes,Ajweiner3,0,#Coachella2015 @ Coachella Palm Springs http://t.co/pzdXtGr5lP,"[34.09403659, -118.37244768]",1/7/15 12:20,5.52923e+17,"Northridge, California",Pacific Time (US & Canada),['#Coachella2015'],[],#Coachella2015@CoachellaPalmSpringshttp://t.co/pzdXtGr5lP,#Coachella2015@CoachellaPalmSprings,#Coachella2015@CoachellaPalmSprings,#coachella2015@coachellapalmsprings,#coachella2015@coachellapalmsprings,#coachella@coachellapalmsprings,coachellacoachellapalmsprings
neutral,yes,WhiskeyGRLWastd,2,@tres_joliee @bobbanni3 @KatyaOrphali now I know I'm not going alone and I got my crew with me. #Coachella2015,"[33.98229741, -117.33631748]",1/7/15 12:18,5.52922e+17,,Arizona,['#Coachella2015'],[],nowIknowI'mnotgoingaloneandIgotmycrewwithme.#Coachella2015,nowIknowI'mnotgoingaloneandIgotmycrewwithme.#Coachella2015,nowIknowI'mnotgoingaloneandIgotmycrewwithme.#Coachella2015,nowiknowi'mnotgoingaloneandigotmycrewwithme.#coachella2015,nowiknowi'mnotgoingaloneandigotmycrewwithme.#coachella2015,nowiknowi'mnotgoingaloneandigotmycrewwithme.#coachella,nowiknowimnotgoingaloneandigotmycrewwithmecoachella
neutral,yes,MichaelKTA,0,Meet me in the desert. #coachella2015,,1/7/15 12:18,5.52922e+17,Roseville California,Pacific Time (US & Canada),['#coachella2015'],[],Meetmeinthedesert.#coachella2015,Meetmeinthedesert.#coachella2015,Meetmeinthedesert.#coachella2015,meetmeinthedesert.#coachella2015,meetmeinthedesert.#coachella2015,meetmeinthedesert.#coachella,meetmeinthedesertcoachella
neutral,yes,DevanMoilanen,0,#Coachella2015 tickets officially purchased,,1/7/15 12:18,5.52922e+17,,Alaska,['#Coachella2015'],[],#Coachella2015ticketsofficiallypurchased,#Coachella2015ticketsofficiallypurchased,#Coachella2015ticketsofficiallypurchased,#coachella2015ticketsofficiallypurchased,#coachella2015ticketsofficiallypurchased,#coachellaticketsofficiallypurchased,coachellaticketsofficiallypurchased
neutral,yes,frankdeez11,0,I NEED A CAR CAMPING PASS FOR WKND 2 #Coachella2015 #Coachella #weekend2 #Coachella lol,,1/7/15 12:18,5.52922e+17,"SoCal made me, Texas raised me",,"['#Coachella2015', '#Coachella', '#weekend2', '#Coachella']",[],INEEDACARCAMPINGPASSFORWKND2#Coachella2015#Coachella#weekend2#Coachellalol,INEEDACARCAMPINGPASSFORWKND2#Coachella2015#Coachella#weekend2#Coachellalol,INEEDACARCAMPINGPASSFORWKND2#Coachella2015#Coachella#weekend2#Coachellalol,ineedacarcampingpassforwknd2#coachella2015#coachella#weekend2#coachellalol,ineedacarcampingpassforwknd2#coachella2015#coachella#weekend2#coachellalol,ineedacarcampingpassforwknd#coachella#coachella#weekend#coachellalol,ineedacarcampingpassforwkndcoachellacoachellaweekendcoachellalol
neutral,yes,itsKunalSheth,19,RT @mitchmarzuola: kanye shows up anyway and has his own tent specifically for rants #Coachella2015,,1/7/15 12:16,5.52922e+17,1 AU,Eastern Time (US & Canada),['#Coachella2015'],[],RT:kanyeshowsupanywayandhashisowntentspecificallyforrants#Coachella2015,RT:kanyeshowsupanywayandhashisowntentspecificallyforrants#Coachella2015,RT:kanyeshowsupanywayandhashisowntentspecificallyforrants#Coachella2015,rt:kanyeshowsupanywayandhashisowntentspecificallyforrants#coachella2015,rt:kanyeshowsupanywayandhashisowntentspecificallyforrants#coachella2015,rt:kanyeshowsupanywayandhashisowntentspecificallyforrants#coachella,rtkanyeshowsupanywayandhashisowntentspecificallyforrantscoachella
neutral,yes,AdiViveLeRock,0,holding a smug #mature smile while I see all the kids refreshing their browsers to buy Coachella tickets #Coachella2015,,1/7/15 12:15,5.52922e+17,"iphone, California",Alaska,"['#mature', '#Coachella2015']",[],holdingasmug#maturesmilewhileIseeallthekidsrefreshingtheirbrowserstobuyCoachellatickets#Coachella2015,holdingasmug#maturesmilewhileIseeallthekidsrefreshingtheirbrowserstobuyCoachellatickets#Coachella2015,holdingasmug#maturesmilewhileIseeallthekidsrefreshingtheirbrowserstobuyCoachellatickets#Coachella2015,holdingasmug#maturesmilewhileiseeallthekidsrefreshingtheirbrowserstobuycoachellatickets#coachella2015,holdingasmug#maturesmilewhileiseeallthekidsrefreshingtheirbrowserstobuycoachellatickets#coachella2015,holdingasmug#maturesmilewhileiseeallthekidsrefreshingtheirbrowserstobuycoachellatickets#coachella,holdingasmugmaturesmilewhileiseeallthekidsrefreshingtheirbrowserstobuycoachellaticketscoachella
neutral,yes,Crazy_DanF,0,Coachella tix just went on sale girls @amanda_pizza @heyyitsray @stefkahn @StefandRay Who is broke? #Coachella2015,,1/7/15 12:14,5.52921e+17,"Sunnyvale, CA",Pacific Time (US & Canada),['#Coachella2015'],[],CoachellatixjustwentonsalegirlsWhoisbroke?#Coachella2015,CoachellatixjustwentonsalegirlsWhoisbroke?#Coachella2015,CoachellatixjustwentonsalegirlsWhoisbroke?#Coachella2015,coachellatixjustwentonsalegirlswhoisbroke?#coachella2015,coachellatixjustwentonsalegirlswhoisbroke?#coachella2015,coachellatixjustwentonsalegirlswhoisbroke?#coachella,coachellatixjustwentonsalegirlswhoisbrokecoachella
neutral,yes,thehdiary,0,The waiting game _Ù÷Ò #Coachella2015 http://t.co/9O4EyiVtHR,,1/7/15 12:14,5.52921e+17,London,London,['#Coachella2015'],[],Thewaitinggame_Ù÷Ò#Coachella2015http://t.co/9O4EyiVtHR,Thewaitinggame_Ù÷Ò#Coachella2015,Thewaitinggame_#Coachella2015,thewaitinggame_#coachella2015,thewaitinggame_#coachella2015,thewaitinggame_#coachella,thewaitinggamecoachella
neutral,yes,derprevere,1,RT @regiesy: it's like all the festivals decided to drop their lineups in one day #Ultra2015 #coachella2015 #GovBallNYC #Bottlerock,,1/7/15 12:13,5.52921e+17,from The Internet,Eastern Time (US & Canada),"['#Ultra2015', '#coachella2015', '#GovBallNYC', '#Bottlerock']",[],RT:it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#Ultra2015#coachella2015#GovBallNYC#Bottlerock,RT:it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#Ultra2015#coachella2015#GovBallNYC#Bottlerock,RT:it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#Ultra2015#coachella2015#GovBallNYC#Bottlerock,rt:it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#ultra2015#coachella2015#govballnyc#bottlerock,rt:it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#ultra2015#coachella2015#govballnyc#bottlerock,rt:it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#ultra#coachella#govballnyc#bottlerock,rtitslikeallthefestivalsdecidedtodroptheirlineupsinonedayultracoachellagovballnycbottlerock
neutral,yes,travissaurusrex,0,Gotta be quick on the trigger_ÙÓÇ #Coachella2015,,1/7/15 12:12,5.52921e+17,Long Beach,Pacific Time (US & Canada),['#Coachella2015'],[],Gottabequickonthetrigger_ÙÓÇ#Coachella2015,Gottabequickonthetrigger_ÙÓÇ#Coachella2015,Gottabequickonthetrigger_#Coachella2015,gottabequickonthetrigger_#coachella2015,gottabequickonthetrigger_#coachella2015,gottabequickonthetrigger_#coachella,gottabequickonthetriggercoachella
neutral,yes,stuckinthedesrt,0,Struggle is real...#Coachella2015 http://t.co/pQQelrlvhl,,1/7/15 12:12,5.52921e+17,California Desert,Pacific Time (US & Canada),['#Coachella2015'],[],Struggleisreal...#Coachella2015http://t.co/pQQelrlvhl,Struggleisreal...#Coachella2015,Struggleisreal...#Coachella2015,struggleisreal...#coachella2015,struggleisreal...#coachella2015,struggleisreal...#coachella,struggleisrealcoachella
neutral,yes,EthanWallick,0,Buying tickets for #Coachella2015 is like trying to catch mewtwo with a pokeball,,1/7/15 12:10,5.5292e+17,,,['#Coachella2015'],[],Buyingticketsfor#Coachella2015isliketryingtocatchmewtwowithapokeball,Buyingticketsfor#Coachella2015isliketryingtocatchmewtwowithapokeball,Buyingticketsfor#Coachella2015isliketryingtocatchmewtwowithapokeball,buyingticketsfor#coachella2015isliketryingtocatchmewtwowithapokeball,buyingticketsfor#coachella2015isliketryingtocatchmewtwowithapokeball,buyingticketsfor#coachellaisliketryingtocatchmewtwowithapokeball,buyingticketsforcoachellaisliketryingtocatchmewtwowithapokeball
neutral,yes,jasminalyssa,0,Done and done. _Ù÷ #Coachella2015,,1/7/15 12:09,5.5292e+17,,Arizona,['#Coachella2015'],[],Doneanddone._Ù÷#Coachella2015,Doneanddone._Ù÷#Coachella2015,Doneanddone._#Coachella2015,doneanddone._#coachella2015,doneanddone._#coachella2015,doneanddone._#coachella,doneanddonecoachella
neutral,yes,dpaux,0,Sold outchella #Coachella2015,,1/7/15 12:08,5.5292e+17,Echo Park,,['#Coachella2015'],[],Soldoutchella#Coachella2015,Soldoutchella#Coachella2015,Soldoutchella#Coachella2015,soldoutchella#coachella2015,soldoutchella#coachella2015,soldoutchella#coachella,soldoutchellacoachella
neutral,yes,LANGMarMendoza,11,I'm curious to see how long (or short) it takes for #Coachellatickets to sell out. Are you buying? #Coachella2015 http://t.co/D8PwYpqEdP,,1/7/15 12:07,5.52919e+17,"Los Angeles, Calif.",Hawaii,"['#Coachellatickets', '#Coachella2015']",[],I'mcurioustoseehowlong(orshort)ittakesfor#Coachellaticketstosellout.Areyoubuying?#Coachella2015http://t.co/D8PwYpqEdP,I'mcurioustoseehowlong(orshort)ittakesfor#Coachellaticketstosellout.Areyoubuying?#Coachella2015,I'mcurioustoseehowlong(orshort)ittakesfor#Coachellaticketstosellout.Areyoubuying?#Coachella2015,i'mcurioustoseehowlong(orshort)ittakesfor#coachellaticketstosellout.areyoubuying?#coachella2015,i'mcurioustoseehowlong(orshort)ittakesfor#coachellaticketstosellout.areyoubuying?#coachella2015,i'mcurioustoseehowlong(orshort)ittakesfor#coachellaticketstosellout.areyoubuying?#coachella,imcurioustoseehowlongorshortittakesforcoachellaticketstoselloutareyoubuyingcoachella
neutral,yes,esther_bunnyy,0,For all of you on the standby page... May the odds be ever in your favor. #Coachella2015,,1/7/15 12:06,5.52919e+17,Orange County,Alaska,['#Coachella2015'],[],Forallofyouonthestandbypage...Maytheoddsbeeverinyourfavor.#Coachella2015,Forallofyouonthestandbypage...Maytheoddsbeeverinyourfavor.#Coachella2015,Forallofyouonthestandbypage...Maytheoddsbeeverinyourfavor.#Coachella2015,forallofyouonthestandbypage...maytheoddsbeeverinyourfavor.#coachella2015,forallofyouonthestandbypage...maytheoddsbeeverinyourfavor.#coachella2015,forallofyouonthestandbypage...maytheoddsbeeverinyourfavor.#coachella,forallofyouonthestandbypagemaytheoddsbeeverinyourfavorcoachella
neutral,yes,hillaryfoss,0,"The @FindTheBest Office: ""Are you in?"" ""So you got it?"" ""Weekend 1 or Weekend 2?"" ""Shuttle Pass?"" ""You got some?"" ""How many?"" #Coachella2015",,1/7/15 12:06,5.52919e+17,"Santa Barbara, CA",Pacific Time (US & Canada),['#Coachella2015'],[],"TheOffice:""Areyouin?""""Soyougotit?""""Weekend1orWeekend2?""""ShuttlePass?""""Yougotsome?""""Howmany?""#Coachella2015","TheOffice:""Areyouin?""""Soyougotit?""""Weekend1orWeekend2?""""ShuttlePass?""""Yougotsome?""""Howmany?""#Coachella2015","TheOffice:""Areyouin?""""Soyougotit?""""Weekend1orWeekend2?""""ShuttlePass?""""Yougotsome?""""Howmany?""#Coachella2015","theoffice:""areyouin?""""soyougotit?""""weekend1orweekend2?""""shuttlepass?""""yougotsome?""""howmany?""#coachella2015","theoffice:""areyouin?""""soyougotit?""""weekend1orweekend2?""""shuttlepass?""""yougotsome?""""howmany?""#coachella2015","theoffice:""areyouin?""""soyougotit?""""weekendorweekend?""""shuttlepass?""""yougotsome?""""howmany?""#coachella",theofficeareyouinsoyougotitweekendorweekendshuttlepassyougotsomehowmanycoachella
neutral,yes,laseanb1,0,so . . . who's going to #Coachella2015 ??,,1/7/15 12:05,5.52919e+17,,Eastern Time (US & Canada),['#Coachella2015'],[],so...who'sgoingto#Coachella2015??,so...who'sgoingto#Coachella2015??,so...who'sgoingto#Coachella2015??,so...who'sgoingto#coachella2015??,so...who'sgoingto#coachella2015??,so...who'sgoingto#coachella??,sowhosgoingtocoachella
neutral,yes,InsideSoCalENT,10,RT @LANGMarMendoza: AND its ON! Are you getting #Coachellatickets this year? Tell us why or why not... #Coachella2015 @coachella,,1/7/15 12:04,5.52919e+17,Los Angeles,Arizona,"['#Coachellatickets', '#Coachella2015']",[],RT:ANDitsON!Areyougetting#Coachellaticketsthisyear?Telluswhyorwhynot...#Coachella2015,RT:ANDitsON!Areyougetting#Coachellaticketsthisyear?Telluswhyorwhynot...#Coachella2015,RT:ANDitsON!Areyougetting#Coachellaticketsthisyear?Telluswhyorwhynot...#Coachella2015,rt:anditson!areyougetting#coachellaticketsthisyear?telluswhyorwhynot...#coachella2015,rt:anditson!areyougetting#coachellaticketsthisyear?telluswhyorwhynot...#coachella2015,rt:anditson!areyougetting#coachellaticketsthisyear?telluswhyorwhynot...#coachella,rtanditsonareyougettingcoachellaticketsthisyeartelluswhyorwhynotcoachella
neutral,yes,CAlli_SF,0,Who else is on standby for coachella tickets and has time to check twitter? #Coachella2015,,1/7/15 12:03,5.52919e+17,,,['#Coachella2015'],[],Whoelseisonstandbyforcoachellaticketsandhastimetochecktwitter?#Coachella2015,Whoelseisonstandbyforcoachellaticketsandhastimetochecktwitter?#Coachella2015,Whoelseisonstandbyforcoachellaticketsandhastimetochecktwitter?#Coachella2015,whoelseisonstandbyforcoachellaticketsandhastimetochecktwitter?#coachella2015,whoelseisonstandbyforcoachellaticketsandhastimetochecktwitter?#coachella2015,whoelseisonstandbyforcoachellaticketsandhastimetochecktwitter?#coachella,whoelseisonstandbyforcoachellaticketsandhastimetochecktwittercoachella
neutral,yes,LANGMarMendoza,10,AND its ON! Are you getting #Coachellatickets this year? Tell us why or why not... #Coachella2015 @coachella,,1/7/15 12:03,5.52919e+17,"Los Angeles, Calif.",Hawaii,"['#Coachellatickets', '#Coachella2015']",[],ANDitsON!Areyougetting#Coachellaticketsthisyear?Telluswhyorwhynot...#Coachella2015,ANDitsON!Areyougetting#Coachellaticketsthisyear?Telluswhyorwhynot...#Coachella2015,ANDitsON!Areyougetting#Coachellaticketsthisyear?Telluswhyorwhynot...#Coachella2015,anditson!areyougetting#coachellaticketsthisyear?telluswhyorwhynot...#coachella2015,anditson!areyougetting#coachellaticketsthisyear?telluswhyorwhynot...#coachella2015,anditson!areyougetting#coachellaticketsthisyear?telluswhyorwhynot...#coachella,anditsonareyougettingcoachellaticketsthisyeartelluswhyorwhynotcoachella
neutral,yes,natnatisawesome,0,The struggle! @coachella #Coachella2015 #weekend2 http://t.co/P8aB9hnt3P,,1/7/15 12:03,5.52919e+17,,America/Los_Angeles,"['#Coachella2015', '#weekend2']",[],Thestruggle!#Coachella2015#weekend2http://t.co/P8aB9hnt3P,Thestruggle!#Coachella2015#weekend2,Thestruggle!#Coachella2015#weekend2,thestruggle!#coachella2015#weekend2,thestruggle!#coachella2015#weekend2,thestruggle!#coachella#weekend,thestrugglecoachellaweekend
neutral,yes,regiesy,1,it's like all the festivals decided to drop their lineups in one day #Ultra2015 #coachella2015 #GovBallNYC #Bottlerock,,1/7/15 12:02,5.52918e+17,"Bacolod/Pasig, PHilippines",Hong Kong,"['#Ultra2015', '#coachella2015', '#GovBallNYC', '#Bottlerock']",[],it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#Ultra2015#coachella2015#GovBallNYC#Bottlerock,it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#Ultra2015#coachella2015#GovBallNYC#Bottlerock,it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#Ultra2015#coachella2015#GovBallNYC#Bottlerock,it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#ultra2015#coachella2015#govballnyc#bottlerock,it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#ultra2015#coachella2015#govballnyc#bottlerock,it'slikeallthefestivalsdecidedtodroptheirlineupsinoneday#ultra#coachella#govballnyc#bottlerock,itslikeallthefestivalsdecidedtodroptheirlineupsinonedayultracoachellagovballnycbottlerock
neutral,yes,kfreeman0074,0,No one knows stress until they've tried to buy a coachella ticket #Coachella2015,,1/7/15 11:59,5.52917e+17,Las Vegas,Pacific Time (US & Canada),['#Coachella2015'],[],Nooneknowsstressuntilthey'vetriedtobuyacoachellaticket#Coachella2015,Nooneknowsstressuntilthey'vetriedtobuyacoachellaticket#Coachella2015,Nooneknowsstressuntilthey'vetriedtobuyacoachellaticket#Coachella2015,nooneknowsstressuntilthey'vetriedtobuyacoachellaticket#coachella2015,nooneknowsstressuntilthey'vetriedtobuyacoachellaticket#coachella2015,nooneknowsstressuntilthey'vetriedtobuyacoachellaticket#coachella,nooneknowsstressuntiltheyvetriedtobuyacoachellaticketcoachella
neutral,yes,lifelovelana,1,How I feel about #Coachella2015 this year @Coachella @Drake http://t.co/igCEQb0EUV,,1/7/15 11:57,5.52917e+17,"Los Angeles, CA",Pacific Time (US & Canada),['#Coachella2015'],[],HowIfeelabout#Coachella2015thisyearhttp://t.co/igCEQb0EUV,HowIfeelabout#Coachella2015thisyear,HowIfeelabout#Coachella2015thisyear,howifeelabout#coachella2015thisyear,howifeelabout#coachella2015thisyear,howifeelabout#coachellathisyear,howifeelaboutcoachellathisyear
neutral,yes,RedCarpetRoxy,0,@coachella 2015 lineup has been announced.Who r u most excited to see?: http://t.co/6PlCuCc65t #RedCarpetRoxy #Coachella2015 #VanessaHudgens,,1/7/15 11:56,5.52917e+17,LA/NYC/Many Places In Between,Pacific Time (US & Canada),"['#RedCarpetRoxy', '#Coachella2015', '#VanessaHudgens']",[],2015lineuphasbeenannounced.Whorumostexcitedtosee?:http://t.co/6PlCuCc65t#RedCarpetRoxy#Coachella2015#VanessaHudgens,2015lineuphasbeenannounced.Whorumostexcitedtosee?:,2015lineuphasbeenannounced.Whorumostexcitedtosee?:,2015lineuphasbeenannounced.whorumostexcitedtosee?:,2015lineuphasbeenannounced.whorumostexcitedtosee?:,lineuphasbeenannounced.whorumostexcitedtosee?:,lineuphasbeenannouncedwhorumostexcitedtosee
