,coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags
2192,positive,yes,little_belguese,0,And there's so much edm this year too?! Ahhhhh im fuckin stoked #coachella2015,,1/6/15 10:36,5.52534e+17,a Bar out in Mars,Eastern Time (US & Canada),['#coachella2015']
2193,positive,yes,KBaumNue,0,AC/DC and Drake..Im hyped! #Coachella2015 A curators dream festival.,,1/6/15 10:36,5.52534e+17,"ÌÏT: 40.740376,-73.990098",Quito,['#Coachella2015']
2194,positive,yes,kevinjn,0,"Better get your on fleek ethnic garb out of the steam trunk, ladies and gents. #Coachella2015 is on its way.",,1/6/15 10:36,5.52534e+17,Writertown.,,['#Coachella2015']
2195,positive,yes,Jen_2point_oh,0,"Weekend 2
Camping
Tickets purchased and paid off.
#Coachella2015  here we come.",,1/6/15 10:36,5.52534e+17,San Diego,Pacific Time (US & Canada),['#Coachella2015']
2196,positive,yes,frankthetank817,0,I'm coming for you #Coachella2015 the lineup is ILL,,1/6/15 10:35,5.52534e+17,Life is for Living,Mountain Time (US & Canada),['#Coachella2015']
2197,positive,yes,DjSikWithIt,0,So the #Coachella2015 line up was revelaed.... Im a lil excited and lil unimpressed... http://t.co/oyU0YLkyDd,,1/6/15 10:35,5.52534e+17,"Los Angeles, CA",Pacific Time (US & Canada),['#Coachella2015']
2198,positive,yes,hannahmaetion,0,Brand New at #Coachella2015 means I am going to have a high school Hannahaissance SO HARD,,1/6/15 10:35,5.52534e+17,,Central Time (US & Canada),['#Coachella2015']
2199,positive,yes,suzykzr,0,"Here we go, #Coachella
#Coachella2015 http://t.co/JfS0w69UcK",,1/6/15 10:35,5.52534e+17,"Seattle, WA",Pacific Time (US & Canada),"['#Coachella', '#Coachella2015']"
2200,positive,yes,gee_thirteen,0,#coachella2015 lineup brings tears to my eyes!!!,,1/6/15 10:35,5.52534e+17,Chicago,Central Time (US & Canada),['#coachella2015']
2201,positive,yes,msmorgsss,1,I'm coming for you champagne papi @Drake #Coachella2015 _Ù÷__Ù÷__Ù÷_,"[33.7196794, -116.39030455]",1/6/15 10:35,5.52534e+17,,,['#Coachella2015']
2202,positive,yes,_LoveVirginia,0,Florence and the machine _Ù÷ I can't wait #coachella2015,,1/6/15 10:35,5.52534e+17,,Pacific Time (US & Canada),['#coachella2015']
2203,positive,yes,KRIS10NAKA,0,"#Coachella2015 lineup- nothing compared to last year, but still good and still going. #Countdown starts now",,1/6/15 10:34,5.52534e+17,San Francisco,Pacific Time (US & Canada),"['#Coachella2015', '#Countdown']"
2204,positive,yes,lauren_michelll,0,Coachella lineup was just released I repeat Coachella lineup just announced!!! FREAKING #coachella2015,,1/6/15 10:34,5.52534e+17,¥alâ laüe cë_ây,Mountain Time (US & Canada),['#coachella2015']
2205,positive,yes,jimsorock,0,This might be the best @coachella lineup yet. http://t.co/0UDcnLK6Zy #Coachella2015,,1/6/15 10:34,5.52534e+17,"Los Angeles, CA",Pacific Time (US & Canada),['#Coachella2015']
2206,positive,yes,CynthiaOrlando,2,RT @wxpnfm: Nice to see our boys @warondrugsjams rockinÛª the #Coachella2015 lineup! Remembering when they were at #FreeAtNoon: http://t.co/Û_,,1/6/15 10:34,5.52534e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#FreeAtNoon']"
2207,positive,yes,michaelpeternel,0,It's official. It's about to go down... #Coachella2015 http://t.co/w8bxCVUedb,,1/6/15 10:34,5.52534e+17,,Pacific Time (US & Canada),['#Coachella2015']
2208,positive,yes,ClarissaMarieM,0,I. Can't. Wait. _Ù÷_Ù÷Ä_Ù÷_÷¼ü #Coachella2015 http://t.co/zNMdpLmWJT,"[33.29408804, -111.80650896]",1/6/15 10:34,5.52534e+17,Arizona ,Pacific Time (US & Canada),['#Coachella2015']
2209,positive,yes,krissallegra,1,This surprising day every year is like Christmas #Coachella2015,"[34.44748867, -118.49480756]",1/6/15 10:33,5.52534e+17,"Los Angeles, California",Eastern Time (US & Canada),['#Coachella2015']
2210,positive,yes,ZEESSOU,1,Here you go. Another solid lineup courtesy of your friends at @goldenvoice. #coachella2015 #coachellaÛ_ http://t.co/r418fs7C77,"[34.0624598, -118.35441724]",1/6/15 10:33,5.52533e+17,"iPhone: 33.978592,-117.378487",Pacific Time (US & Canada),"['#coachella2015', '#coachella']"
2211,positive,yes,lioneesssssss,2,ÛÏ@Tladyxo: GOING EVEN IF I HAVE TO SELL MY GRANDMA #Coachella2015 http://t.co/3JniAsEGdvÛ@MarcTheGreat__ Tyler the creator and fka twigs _Ù÷_Ù÷_,,1/6/15 10:33,5.52533e+17,,,['#Coachella2015']
2212,positive,yes,MoCasualtiez818,0,Oh you know its coachella #coachella #Coachella2015 Season _Ù÷_Ù÷_Ù÷_ÙªÎ_ÙªÎ_ÙªÎÝ¼üÝ¼ü http://t.co/xVKP1aYWEV,,1/6/15 10:33,5.52533e+17,"Newhall, CAli4nia",Pacific Time (US & Canada),"['#coachella', '#Coachella2015']"
2213,positive,yes,HipsterPandaaa,0,Bruh!! #Coachella2015 http://t.co/hidzWTr3zQ,,1/6/15 10:33,5.52533e+17,France,Mountain Time (US & Canada),['#Coachella2015']
2214,positive,yes,RELLISIS,0,Ugh hope I come home on time #coachella #coachella2015 http://t.co/bktGl12lA7,,1/6/15 10:33,5.52533e+17,South Korea but CALI for life ,,"['#coachella', '#coachella2015']"
2215,positive,yes,SpencerRinkus,0,Interesting... http://t.co/eM4OeFHScT #Coachella2015,,1/6/15 10:32,5.52533e+17,"San Francisco, Calif.",Pacific Time (US & Canada),['#Coachella2015']
2216,positive,yes,bradwingood,0,"Got my passes, WHOS COMIN WITH US?! #Coachella2015 http://t.co/j6uQtcFd7t",,1/6/15 10:32,5.52533e+17,"Los Angeles, California",Quito,['#Coachella2015']
2217,positive,yes,TZeeky,0,We couldn't be more excited for this ridiculously amazing #coachella2015 lineup! Everyone get yourÛ_ http://t.co/YGD3UPXMEv,,1/6/15 10:32,5.52533e+17,,Arizona,['#coachella2015']
2218,positive,yes,Tou_Shayee,0,"Drake, Tyler the creator, the weekend, lykke li, ab soul .. #Coachella2015 http://t.co/rGqUUEWJTj",,1/6/15 10:32,5.52533e+17,,Central Time (US & Canada),['#Coachella2015']
2219,positive,yes,walkoffhbp,0,"Rae and Ghost on Friday, The Weeknd on Saturday, the rest #WhoCarez. #Coachella2015",,1/6/15 10:31,5.52533e+17,"Calabasas, CA",Pacific Time (US & Canada),"['#WhoCarez', '#Coachella2015']"
2220,positive,yes,TDUN1,0,Salute @flyinglotus #Coachella2015 _Ùª,,1/6/15 10:31,5.52533e+17,757 VA ,Eastern Time (US & Canada),['#Coachella2015']
2221,positive,yes,JessePopez,1,Drinking and draking? For sure #Coachella2015,,1/6/15 10:31,5.52533e+17,,America/Los_Angeles,['#Coachella2015']
2222,positive,yes,hugov89,0,"#Coachella2015 AC/DC, Jack White, Drake, Tycho, Florence and the Machine !",,1/6/15 10:31,5.52533e+17,,Pacific Time (US & Canada),['#Coachella2015']
2223,positive,yes,lilmayito,0,Fuck Yeah!!!! COACHELLA!!!! _ÙªÎ_Ù_¦_Ù___ÙÎ«÷ÛüÝ¼ü_Ù÷_ #soready #birthdayweekend #Coachella2015 #April #goodtimesÛ_ http://t.co/2xtZTXmJ58,,1/6/15 10:31,5.52533e+17,"Santa Monica, California ",,"['#soready', '#birthdayweekend', '#Coachella2015', '#April', '#goodtimes']"
2224,positive,yes,brattbrains,1,Can finally see interpol at #Coachella2015 this time ill be able to remember it lol,,1/6/15 10:30,5.52533e+17,,Arizona,['#Coachella2015']
2225,positive,yes,ALPHABRAV0,0,I can't wait!!! #Coachella2015 http://t.co/LdCf3fHtVW,"[46.28126632, -119.19442297]",1/6/15 10:30,5.52533e+17,"Walla Walla, WA _Áü W Pasco, WA",Pacific Time (US & Canada),['#Coachella2015']
2226,positive,yes,Thrive69,0,"#Coachella2015 what a beautiful year this is going to be, amazing lineup!",,1/6/15 10:30,5.52533e+17,So Cal,Arizona,['#Coachella2015']
2227,positive,yes,Hollywood,0,"BREAKING:
@coachella lineup announced, #Oneders to make appearance? http://t.co/2mrJAaPIoI
#Coachella2015 http://t.co/XGuvXFQKeL",,1/6/15 10:30,5.52533e+17,,Pacific Time (US & Canada),"['#Oneders', '#Coachella2015']"
2228,positive,yes,viley24,0,Holy Music Batman. #COACHELLA2015 summi_bear summi_bear summi_bear #WERETHERE !!!! _ÙªÎ_ÙªÎ_ÙªÎ_ÙªÎ_ÙªÎ http://t.co/k9a0KAGoxm,,1/6/15 10:30,5.52533e+17,ABQ,Mountain Time (US & Canada),"['#COACHELLA2015', '#WERETHERE']"
2229,positive,yes,BlakeAndrue,1,"R3hab, Marina and the Diamonds, and Florence and the Machine on Sunday. I think I might die of happiness. #Coachella2015","[33.73377991, -116.36906433]",1/6/15 10:30,5.52533e+17,PD÷ü,Pacific Time (US & Canada),['#Coachella2015']
2230,positive,yes,Chelsi_Kunin,0,april can you get here faster? #Coachella2015 http://t.co/3wBKqic7r8,,1/6/15 10:29,5.52532e+17,"San Diego, CA÷Ûü",Pacific Time (US & Canada),['#Coachella2015']
2231,positive,yes,cv_luna,0,Woohoo!!!!! Coachella line up has been announced!!! #Coachella2015 #Weekend2,,1/6/15 10:28,5.52532e+17,Los Angeles,Pacific Time (US & Canada),"['#Coachella2015', '#Weekend2']"
2232,positive,yes,fuckyouimcamron,0,ÛÏ@Jen_2point_oh: #Coachella2015 http://t.co/Z2HkjPioM7Û if this is real i'm going,"[29.68814766, -91.26139965]",1/6/15 10:28,5.52532e+17,Louisiana ,Central Time (US & Canada),['#Coachella2015']
2233,positive,yes,MusicMumbler,0,dang it @coachella your lineup makes me want to go to the desert &amp; spend a lot of money I don't have. #Coachella2015,,1/6/15 10:28,5.52532e+17,"New York, NY",Eastern Time (US & Canada),['#Coachella2015']
2234,positive,yes,faithrosee,0,I'm probably the only person excited about Drake headlining. #coachella2015,,1/6/15 10:28,5.52532e+17,,,['#coachella2015']
2235,positive,yes,thekittensmile,0,Coachella 2015 lineup!!! #coachella #coachella2015 #indio http://t.co/nPyOPl3t8V,,1/6/15 10:28,5.52532e+17,The Orange Curtain,,"['#coachella', '#coachella2015', '#indio']"
2236,positive,yes,Tladyxo,5,GOING EVEN IF I HAVE TO SELL MY GRANDMA #Coachella2015 http://t.co/yUVtlAmGcU,,1/6/15 10:28,5.52532e+17,Slab City,,['#Coachella2015']
2237,positive,yes,giveittothejew,0,Decent lineup for #Coachella2015 #coachellalineup,,1/6/15 10:27,5.52532e+17,worldwide ,Mountain Time (US & Canada),"['#Coachella2015', '#coachellalineup']"
2238,positive,yes,itsvividrew,3,Holy fucking shit. Yes _Ù÷__ÙÔ_ÙÔ_ÙÔ #Coachella2015 http://t.co/KOXuvyoyRR,,1/6/15 10:27,5.52532e+17,eptx. ,Arizona,['#Coachella2015']
2239,positive,yes,BiancaMarcus,0,"Errybody likes @acdc!!! _Ù÷@NotMarkCameron: ""Hipsters like AC/DC? http://t.co/LXeVDZrZCl"" @coachella #Coachella2015",,1/6/15 10:27,5.52532e+17,London ON Canada #LdnOnt,Eastern Time (US & Canada),['#Coachella2015']
2240,positive,yes,Zachgripenstraw,0,Life is good #Coachella #Coachella2015 http://t.co/rw6GkeuXpz,"[0.0, 0.0]",1/6/15 10:27,5.52532e+17,"San Francisco, CA",Arizona,"['#Coachella', '#Coachella2015']"
2241,positive,yes,Briana_Vega4,0,"#Coachella2015 line up has me like 
_Ù÷_Ù÷_Ù÷_Ù÷","[31.90557131, -102.33682216]",1/6/15 10:27,5.52532e+17,,,['#Coachella2015']
2242,positive,yes,gotmeatball,0,My savings account has been waiting for this moment #Coachella2015,,1/6/15 10:26,5.52532e+17,,Pacific Time (US & Canada),['#Coachella2015']
2243,positive,yes,merio,1,RT @thenickflores: #coachella2015 holy shit!!!! _ÙÓ´,,1/6/15 10:25,5.52532e+17,,Pacific Time (US & Canada),['#coachella2015']
2244,positive,yes,Twelve20Media,2,RT @ChelseaGallardo: Here we go! @axwell ingrosso @alesso #defjam #coachella2015 @ Def Jam Recordings http://t.co/Kcm3AauiOt,,1/6/15 10:25,5.52531e+17,NYC - Global,,"['#defjam', '#coachella2015']"
2245,positive,yes,OranjPalm,0,Coachella Line up is out! See you then #Coachella2015 http://t.co/e0sjaHwkXH,,1/6/15 10:25,5.52531e+17,"Palm Springs, California",Alaska,['#Coachella2015']
2246,positive,yes,isaiah_casillas,0,MUTHA FUCKING DRAKE!!!! @Drake  SO READY FOR MY 6TH YEAR OF COACHELLA! #Coachella2015 http://t.co/O1Btg1JToc,,1/6/15 10:24,5.52531e+17," Indio, CA",Pacific Time (US & Canada),['#Coachella2015']
2247,positive,yes,itsbrittbritt__,0,how very mainstream of you #Coachella2015 !!,,1/6/15 10:23,5.52531e+17,sa,Mountain Time (US & Canada),['#Coachella2015']
2248,positive,yes,shotsofstyle,0,Ahhhhhh the day I've been waiting for!!!! I'm dying! markymark_08 #coachella2015 #ilovedrakeÛ_ http://t.co/EUN2zEPAZn,,1/6/15 10:23,5.52531e+17,,Eastern Time (US & Canada),"['#coachella2015', '#ilovedrake']"
2249,positive,yes,thaniajusell,0,"Drake, the weeknd, kaskade, acdc_Ù÷_Ù÷_Ù÷±_Ù÷±_Ù÷_Ù÷ #Coachella2015",,1/6/15 10:22,5.52531e+17,,,['#Coachella2015']
2250,positive,yes,megan_clined,0,Can April just hurry up!? I've got some awesome people to see #coachella #coachella2015 http://t.co/5RFMSk7wJM,,1/6/15 10:22,5.52531e+17,,Atlantic Time (Canada),"['#coachella', '#coachella2015']"
2251,positive,yes,JRtheWriter,0,The headliners are ehhhh but the overall line up is muy bueno #Coachella2015,,1/6/15 10:22,5.52531e+17,On Your Screen,Eastern Time (US & Canada),['#Coachella2015']
2252,positive,yes,mandalove12,0,The weeknd #coachella2015 _Ù÷,,1/6/15 10:21,5.5253e+17,,,['#coachella2015']
2253,positive,yes,IamMissMelissa,0,wow #Coachella2015 looks like fun! Yes everywhere! http://t.co/CpdHhlOAuW,,1/6/15 10:21,5.5253e+17,RADIOACTIVE CANADA,Central Time (US & Canada),['#Coachella2015']
2254,positive,yes,karlihenriquez,1,Can't wait for #Coachella2015 !!!,,1/6/15 10:21,5.5253e+17,TV Host / Radio Personality,Alaska,['#Coachella2015']
2255,positive,yes,Jessica0805,0,Can't wait #Coachella2015 http://t.co/oDU2j740gY,,1/6/15 10:21,5.5253e+17,Taipei Taiwan,Taipei,['#Coachella2015']
2256,positive,yes,TripleGoddesss,0,@fucktyler at #Coachella2015 omg omg Fuck yes,,1/6/15 10:20,5.5253e+17,The Summerland,Arizona,['#Coachella2015']
2257,positive,yes,albertzuniga24,0,ACDC!!!! #coachella2015,,1/6/15 10:20,5.5253e+17,,Arizona,['#coachella2015']
2258,positive,yes,suzykzr,0,Can't wait for @flo_tweet at #Coachella2015!,,1/6/15 10:20,5.5253e+17,"Seattle, WA",Pacific Time (US & Canada),['#Coachella2015']
2259,positive,yes,TripleGoddesss,0,@NeroUK for the win!!!! #Coachella2015,,1/6/15 10:19,5.5253e+17,The Summerland,Arizona,['#Coachella2015']
2260,positive,yes,KpDre_,0,Brand New!!!!!!!!!!!!! #coachella2015,,1/6/15 10:17,5.5253e+17,"Salinas, CA | Phoenix, AZ",Pacific Time (US & Canada),['#coachella2015']
2261,positive,yes,hillaryfoss,0,#Coachella2015 lineup comes out. Productivity in the @FindTheBest office goes doooooooowwwnnnnnnn.,,1/6/15 10:16,5.52529e+17,"Santa Barbara, CA",Pacific Time (US & Canada),['#Coachella2015']
2262,positive,yes,djjimbojenkins,0,Drake!!!! Lil B!!!!! #coachella2015,,1/6/15 10:15,5.52529e+17,Los Angeles,Pacific Time (US & Canada),['#coachella2015']
2263,positive,yes,billymac_boi,0,"Drake, AC/DC, Alesso, Ab Soul, Raekwon, Ghostface Killa, and so many more! I can't wait!! What a lineup #Coachella2015",,1/6/15 10:14,5.52529e+17,West Coast,Pacific Time (US & Canada),['#Coachella2015']
2264,positive,yes,HI_imBrit,0,That moment the drop the line up _Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷ #Coachella2015 http://t.co/AyDtyjBDcU,,1/6/15 10:14,5.52529e+17,Grand Terrace,Alaska,['#Coachella2015']
2265,positive,yes,Dinasamra,0,YESSSS @coachella LINEUP!!! I KNEW IT WAS HAPPENING TODAY!! #Coachella2015 http://t.co/nToqWhMAi4,,1/6/15 10:13,5.52529e+17,Boston,Eastern Time (US & Canada),['#Coachella2015']
2266,positive,yes,mchungphoto,2,"Lineup is out! @Coachella 2015: Jack White, AC/DC to headline http://t.co/NCDwgoimim via @mydesert #Coachella2015",,1/6/15 10:12,5.52528e+17,"Palm Springs, CA",Alaska,['#Coachella2015']
2267,positive,yes,TatianaToT,0,The @coachella lineup Yass!! I may finally get to hear Connect live!! #Coachella2015 http://t.co/jMwbJqhvfG,,1/6/15 10:12,5.52528e+17,Earth Astronaut. NY. TN. AZ.,Eastern Time (US & Canada),['#Coachella2015']
2268,positive,yes,mgblue92,0,@KatCorbett @kroq Im so excited for the #Coachella2015 Line up!!!!! Are you?!,,1/6/15 10:07,5.52527e+17,Dodgers Stadium /LA,Pacific Time (US & Canada),['#Coachella2015']
2269,positive,yes,mgblue92,0,In class checking my phone to see if @kroq posted the #Coachella2015 line up! #hurry,,1/6/15 9:26,5.52517e+17,Dodgers Stadium /LA,Pacific Time (US & Canada),"['#Coachella2015', '#hurry']"
2270,positive,yes,sad_endings,0,"Someone bring me to #Coachella2015 pleeease?
Anyone feeling generous?",,1/6/15 6:45,5.52476e+17,nowhere to be found,Abu Dhabi,['#Coachella2015']
2271,positive,yes,bsellick,0,#Coachella2015 I'll also take some @MOMOMOYOUTH! this lovely lady knows what it's all about.,"[-34.6632866, 150.84079527]",1/6/15 4:01,5.52435e+17,kiama,Sydney,['#Coachella2015']
2272,positive,yes,Jen_Baz,1,C'monnnnnn lineup! #coachella2015 #Impatient,,1/6/15 3:52,5.52432e+17,,Sydney,"['#coachella2015', '#Impatient']"
2273,positive,yes,Dinasamra,0,So @coachella released their 2015 app... Does that mean there's an announcement coming soon? MAKE MY DAY! #Coachella2015,,1/6/15 3:47,5.52431e+17,Boston,Eastern Time (US & Canada),['#Coachella2015']
2274,positive,yes,_moliva94,0,Just have a feeling the Coachella lineup will be released today _Ùª_Ùª_Ùª #Coachella2015 #Weekend2,,1/6/15 1:52,5.52402e+17,San Diego,Arizona,"['#Coachella2015', '#Weekend2']"
2275,positive,yes,MAHSPACEEE,0,FUUUCKKK YESSS #COACHELLA2015 _Ù÷_Ù÷_Ù÷_Ù÷_Ù÷ the best freaking update there is!!!!! http://t.co/MTOICLepl8,,1/6/15 0:18,5.52379e+17,Land of Gods & Monsters,Pacific Time (US & Canada),['#COACHELLA2015']
2276,positive,yes,Vanetorrees,1,Check ÏÉ #Coachella #Coachella2015 http://t.co/5RUF00mwbT,"[29.1101074, -110.9657824]",1/5/15 23:23,5.52365e+17,"Hermosillo, Sonora",Pacific Time (US & Canada),"['#Coachella', '#Coachella2015']"
2277,positive,yes,nshutes31,0,"#Coachella2015. App Update ÏÉ Countdown is officially on! ""Poster Announcement coming soon!"" Aka The Lineup! http://t.co/QxX5RhVXem",,1/5/15 23:15,5.52363e+17,,Pacific Time (US & Canada),['#Coachella2015']
2278,positive,yes,paulinamercedez,1,RT @kennboii1: Me and Paulina just might be doing #Coachella2015 _Ù÷_,,1/5/15 22:48,5.52356e+17,805,,['#Coachella2015']
2279,positive,yes,kennboii1,1,Me and Paulina just might be doing #Coachella2015 _Ù÷_,,1/5/15 22:47,5.52356e+17,,,['#Coachella2015']
2280,positive,yes,alexjgist,0,literally best news of the day #Coachella2015 http://t.co/EHWO8sxyyV,,1/5/15 22:03,5.52345e+17,flume_skw_paramore_keysnkrates,,['#Coachella2015']
2281,positive,yes,Rachsib,0,@coachella Actually froffing for the Lineup!! #gimmealineup #100days #bringit #visasontheready #Coachella2015,,1/5/15 19:21,5.52304e+17,Hobart,,"['#gimmealineup', '#100days', '#bringit', '#visasontheready', '#Coachella2015']"
2282,positive,yes,BpositiveBhappy,1,RT @mirandaevargas: Hope the coachella predicted lineup this year is as accurate as possible _ÙªÎ_Ù÷©_Ù÷ #somanyartistsiloveeee #Coachella2015,,1/5/15 16:44,5.52264e+17,Southwest Missouri,,"['#somanyartistsiloveeee', '#Coachella2015']"
2283,neutral,yes,__Gabbyy,0,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/NO4XdGRGZqÛ @__AmandaOyola !!!!!!,,1/7/15 15:00,5.52963e+17,,Quito,['#Coachella2015']
2284,neutral,yes,ScottSchlatter,72,RT @ParisHilton: What do you guys think of this years #Coachella Lineup? _Ù_¦_Ù___Ù___Ù÷_ÙÎµ_ÙÎµ_Ù___Ù_¦ #Coachella2015 http://t.co/ru7ViG26aK,,1/7/15 14:56,5.52962e+17,"Lake Oswego, Oregon ",Pacific Time (US & Canada),"['#Coachella', '#Coachella2015']"
2285,neutral,yes,welistenhear,1,RT @ellenwoodEP: so what do you really really think about the lineup for #Coachella2015 ?  50/50? worth going?,,1/7/15 14:56,5.52962e+17,TX/NYC/CA/CO/OR/MA,Eastern Time (US & Canada),['#Coachella2015']
2286,neutral,yes,smitharyy,0,åÈ Õ http://t.co/VXqxLgHPkp 620 Coachella 2015 National Music Editor #Coachella2015 Newfoundland CAN Saint John?s,,1/7/15 14:54,5.52961e+17,"Utah, States",Pacific Time (US & Canada),['#Coachella2015']
2287,neutral,yes,EllieCromarxx,0,@coachella tickets purchased. Roll on April #Coachella2015,,1/7/15 14:52,5.52961e+17,East London,Amsterdam,['#Coachella2015']
2288,neutral,yes,LizbeidyMendez,0,I see you @MsRebeccaBlack #Coachella2015 http://t.co/wgd6u7rUKs,,1/7/15 14:47,5.5296e+17,shawn & Cam's heart duuh ,,['#Coachella2015']
2289,neutral,yes,Asssh_Nicole,0,ÛÏ@NickDevLV: Officially official. #Coachella2015 http://t.co/t1qX0B6QNbÛ lucky you!,,1/7/15 14:47,5.5296e+17,,Quito,['#Coachella2015']
2290,neutral,yes,brownjenjen,83, Õ http://t.co/mxCREvIlGP 712 Coachella 2015  Coachella 2015 makes space for rockers and ravers this year #Coachella2015 Ohio USA Columbus,,1/7/15 14:44,5.52959e+17,"Dallas, TX",Ljubljana,['#Coachella2015']
2291,neutral,yes,Chrissyyfitt,0,"@andrewmcmahon: if @JimHalpert made music.

LMAO I haven't laughed so hard at an article. Well done. #Coachella2015 

http://t.co/gttzRe3CIm",,1/7/15 14:43,5.52959e+17,"OC/LA, California",Pacific Time (US & Canada),['#Coachella2015']
2292,neutral,yes,LADYTRISHAXOXO,1,Me searching craigslist and facebook pages for #Coachella2015 tickets http://t.co/beeqjMeFRn,,1/7/15 14:36,5.52957e+17,"Ï¬BAE AREA, HELLAFORNIAÏ¬",Pacific Time (US & Canada),['#Coachella2015']
2293,neutral,yes,Mark_Attew,0,"#NowPlaying Hollywood Forever Cemetery Sings
Father John Misty Û¢ Fear Fun on #Spotify #coachella2015 http://t.co/dSCrtkbDul",,1/7/15 14:33,5.52956e+17,"Pasadena, CA",Pacific Time (US & Canada),"['#NowPlaying', '#Spotify', '#coachella2015']"
2294,neutral,yes,happiiiiiiiii,1,RT @royaltenebaum: Will exchange a Coachella Weekend 2 shuttle pass for a Weekend 2 car camping pass #coachella #coachella2015,,1/7/15 14:31,5.52956e+17,,,"['#coachella', '#coachella2015']"
2295,neutral,yes,thedustysoul,0,Looking for an extra car camping pass for #coachella2015. If anyone's got info hit me up!! #Coachellatickets #Coachella,,1/7/15 14:24,5.52954e+17,,Arizona,"['#coachella2015', '#Coachellatickets', '#Coachella']"
2296,neutral,yes,allison_huntley,1,Hahaha saw this too! #davidguetta #Coachella #Coachella2015 http://t.co/yx2pzlK2B4,,1/7/15 14:18,5.52953e+17,,,"['#davidguetta', '#Coachella', '#Coachella2015']"
2297,neutral,yes,NickDevLV,0,Officially official. #Coachella2015 http://t.co/zd11DgqZnN,,1/7/15 14:11,5.52951e+17,,Pacific Time (US & Canada),['#Coachella2015']
2298,neutral,yes,elle_ferguson,9,RT @MySmilersTeam: Miley will be attending Coachella 2015!_ÙÔ±_ÙÓ´ #Coachella2015,,1/7/15 14:09,5.5295e+17,ur(anus),Central Time (US & Canada),['#Coachella2015']
2299,neutral,yes,rnelli,0,#Coachella2015 passes sold out in mins... WTH!  @#$%^&amp;,,1/7/15 14:07,5.5295e+17,San Jose,Pacific Time (US & Canada),['#Coachella2015']
2300,neutral,yes,LBugglin,0,Who is going to #Coachella2015,,1/7/15 14:04,5.52949e+17,,Pacific Time (US & Canada),['#Coachella2015']
2301,neutral,yes,Mark_Attew,0,"#NowPlaying Decomposing
Andrea Oliva Û¢ Decomposing EP on #Spotify #coachella2015 http://t.co/RD10j0SWUy",,1/7/15 14:03,5.52949e+17,"Pasadena, CA",Pacific Time (US & Canada),"['#NowPlaying', '#Spotify', '#coachella2015']"
2302,neutral,yes,nicholasrfranco,0,#Coachella2015 because @Interpol and @brandnewrock.,,1/7/15 14:01,5.52948e+17,"San Diego, CA, USA",Pacific Time (US & Canada),['#Coachella2015']
2303,neutral,yes,MollyMF,0,"Looking for coachella tickets for under 500, help a girl out! _ÙªÎ  @coachella #Coachella2015 #help #getcoachellatickets #willdrive",,1/7/15 14:00,5.52948e+17,,Pacific Time (US & Canada),"['#Coachella2015', '#help', '#getcoachellatickets', '#willdrive']"
2304,neutral,yes,Director_Rob,11,RT @LANGMarMendoza: Check out how social media reacted to #Coachella2015 tickets selling out in less than 40 minutes http://t.co/jb74ZsuE2kÛ_,,1/7/15 13:56,5.52947e+17,Palm Springs,,['#Coachella2015']
2305,neutral,yes,MaxG718,1,the LATEST #Coachella2015 lineup is too poppin' http://t.co/HsQSggoomc http://t.co/yBIbpxnsdm,"[0.0, 0.0]",1/7/15 13:53,5.52946e+17,queens.ny,Eastern Time (US & Canada),['#Coachella2015']
2306,neutral,yes,BenjaminSimons,0,Damn had 4 devices up to try and get #Coachella2015 tickets and that shit still failed,,1/7/15 13:52,5.52946e+17,IV,Pacific Time (US & Canada),['#Coachella2015']
2307,neutral,yes,LANGMarMendoza,1,"@cambuchaa @whoareyoucollin @FilthyDuhGawd You've been quoted in my #Storify story ""#Coachella2015 tickets sold out"" http://t.co/QP4TZWCIxL",,1/7/15 13:51,5.52946e+17,"Los Angeles, Calif.",Hawaii,"['#Storify', '#Coachella2015']"
2308,neutral,yes,LANGMarMendoza,0,"@aloh25 @KINGDELREY @RickyPDillon You've been quoted in my #Storify story ""#Coachella2015 tickets sold out"" http://t.co/QP4TZWCIxL",,1/7/15 13:51,5.52946e+17,"Los Angeles, Calif.",Hawaii,"['#Storify', '#Coachella2015']"
2309,neutral,yes,khrossi,0,#Coachella #Coachella2015 #CoachellaTravelPackage FOR SALE: Weekend One Travel Pak 4 people at La Quinta http://t.co/LRnWndY32M,,1/7/15 13:47,5.52945e+17,,Pacific Time (US & Canada),"['#Coachella', '#Coachella2015', '#CoachellaTravelPackage']"
2310,neutral,yes,MyDesert,33,"#Coachella2015 passes may be sold out, but locals will have a 2nd chance to get tickets http://t.co/mta6e3o2An http://t.co/fZ6gUL2QKU",,1/7/15 13:45,5.52944e+17,"Palm Springs, California",Pacific Time (US & Canada),['#Coachella2015']
2311,neutral,yes,DesertSun_Music,0,"#Coachella2015 passes may be sold out, but locals will have a 2nd chance to get tickets http://t.co/ectqW2U2Z8 http://t.co/BaFNzya2Xu",,1/7/15 13:45,5.52944e+17,"Palm Springs, California",Arizona,['#Coachella2015']
